model,exercise,target,criterion,seed,target_bit,accuracy,lop,global_opposing_support,global_matching_support,global_opposing_rate,target_frequency,target_cardinality,total_hamming1_support
ssm,squat,101001,0,57.333333333333336,1.0,0.6,4.666666666666667,120.66666666666667,93.66666666666667,0.5630152865319134,25.0,3.0,48.0
ssm,squat,101001,1,57.333333333333336,0.0,0.7466666666666667,0.0,39.333333333333336,175.0,0.18350358617691806,25.0,3.0,48.0
ssm,squat,101001,2,57.333333333333336,1.0,0.10666666666666667,43.333333333333336,199.33333333333334,15.0,0.9300152140838948,25.0,3.0,48.0
ssm,squat,101001,3,57.333333333333336,0.0,0.6,0.0,90.66666666666667,123.66666666666667,0.42295877707744695,25.0,3.0,48.0
ssm,squat,101001,4,57.333333333333336,0.0,0.88,0.0,10.0,204.33333333333334,0.046656523944070126,25.0,3.0,48.0
ssm,squat,101001,5,57.333333333333336,1.0,0.7999999999999999,0.0,36.333333333333336,178.0,0.16952836339926103,25.0,3.0,48.0
tcn,deadlift,00000,0,57.333333333333336,0.0,0.5797101449275363,0.0,19.0,118.0,0.1386861313868613,69.0,0.0,60.0
tcn,deadlift,00000,1,57.333333333333336,0.0,0.5700483091787439,0.0,26.0,111.0,0.1897810218978102,69.0,0.0,60.0
tcn,deadlift,00000,2,57.333333333333336,0.0,0.4202898550724638,15.0,77.0,60.0,0.5620437956204379,69.0,0.0,60.0
tcn,deadlift,00000,3,57.333333333333336,0.0,0.4734299516908213,45.0,112.0,25.0,0.8175182481751825,69.0,0.0,60.0
tcn,deadlift,00000,4,57.333333333333336,0.0,0.7536231884057972,0.0,9.0,128.0,0.06569343065693431,69.0,0.0,60.0
tcn,deadlift,00010,0,57.333333333333336,0.0,0.41919191919191917,2.0,22.0,120.0,0.15492957746478872,66.0,1.0,85.0
tcn,deadlift,00010,1,57.333333333333336,0.0,0.5050505050505051,6.0,23.0,119.0,0.1619718309859155,66.0,1.0,85.0
tcn,deadlift,00010,2,57.333333333333336,0.0,0.30808080808080807,30.0,76.0,66.0,0.5352112676056338,66.0,1.0,85.0
tcn,deadlift,00010,3,57.333333333333336,1.0,0.8383838383838383,47.0,79.0,63.0,0.5563380281690141,66.0,1.0,85.0
tcn,deadlift,00010,4,57.333333333333336,0.0,0.8787878787878788,0.0,9.0,133.0,0.06338028169014084,66.0,1.0,85.0
tcn,deadlift,00100,0,57.333333333333336,0.0,0.7272727272727272,0.0,15.0,172.0,0.08021390374331551,22.0,1.0,92.0
tcn,deadlift,00100,1,57.333333333333336,0.0,0.5,0.0,21.0,166.0,0.11229946524064172,22.0,1.0,92.0
tcn,deadlift,00100,2,57.333333333333336,1.0,0.3333333333333333,54.0,132.0,55.0,0.7058823529411765,22.0,1.0,92.0
tcn,deadlift,00100,3,57.333333333333336,0.0,0.4393939393939394,33.0,118.0,69.0,0.6310160427807486,22.0,1.0,92.0
tcn,deadlift,00100,4,57.333333333333336,0.0,0.8636363636363636,5.0,9.0,178.0,0.0481283422459893,22.0,1.0,92.0
tcn,deadlift,00110,0,57.333333333333336,0.0,0.8080808080808081,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
tcn,deadlift,00110,1,57.333333333333336,0.0,0.8484848484848485,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
tcn,deadlift,00110,2,57.333333333333336,1.0,0.6363636363636364,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
tcn,deadlift,00110,3,57.333333333333336,1.0,0.7070707070707071,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
tcn,deadlift,00110,4,57.333333333333336,0.0,0.494949494949495,9.0,9.0,169.0,0.05056179775280898,33.0,2.0,91.0
tcn,deadlift,11110,0,57.333333333333336,1.0,0.3666666666666667,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
tcn,deadlift,11110,1,57.333333333333336,1.0,0.0,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
tcn,deadlift,11110,2,57.333333333333336,1.0,0.20000000000000004,0.0,152.0,50.0,0.7524752475247526,10.0,4.0,2.0
tcn,deadlift,11110,3,57.333333333333336,1.0,0.7000000000000001,0.0,101.0,101.0,0.5,10.0,4.0,2.0
tcn,deadlift,11110,4,57.333333333333336,0.0,1.0,0.0,9.0,193.0,0.04455445544554456,10.0,4.0,2.0
tcn,squat,000000,0,57.333333333333336,0.0,0.29411764705882354,0.3333333333333333,116.66666666666667,93.33333333333333,0.5555555555555555,17.0,0.0,52.0
tcn,squat,000000,1,57.333333333333336,0.0,0.7843137254901961,0.0,36.333333333333336,173.66666666666666,0.17301587301587304,17.0,0.0,52.0
tcn,squat,000000,2,57.333333333333336,0.0,0.5882352941176471,3.0,40.0,170.0,0.19047619047619047,17.0,0.0,52.0
tcn,squat,000000,3,57.333333333333336,0.0,0.7450980392156863,5.0,83.0,127.0,0.3952380952380952,17.0,0.0,52.0
tcn,squat,000000,4,57.333333333333336,0.0,1.0,5.0,10.0,200.0,0.047619047619047616,17.0,0.0,52.0
tcn,squat,000000,5,57.333333333333336,0.0,0.0,38.666666666666664,188.0,22.0,0.8952380952380952,17.0,0.0,52.0
tcn,squat,000001,0,57.333333333333336,0.0,0.3636363636363636,43.333333333333336,112.66666666666667,67.33333333333333,0.6259259259259259,55.0,1.0,78.0
tcn,squat,000001,1,57.333333333333336,0.0,0.7757575757575758,0.0,39.333333333333336,140.66666666666666,0.21851851851851853,55.0,1.0,78.0
tcn,squat,000001,2,57.333333333333336,0.0,0.4424242424242424,7.0,38.333333333333336,141.66666666666666,0.21296296296296294,55.0,1.0,78.0
tcn,squat,000001,3,57.333333333333336,0.0,0.6969696969696969,21.0,91.0,89.0,0.5055555555555555,55.0,1.0,78.0
tcn,squat,000001,4,57.333333333333336,0.0,0.8484848484848485,0.0,10.0,170.0,0.05555555555555555,55.0,1.0,78.0
tcn,squat,000001,5,57.333333333333336,1.0,0.8727272727272727,6.666666666666667,24.0,156.0,0.13333333333333333,55.0,1.0,78.0
tcn,squat,000101,0,57.333333333333336,0.0,0.6060606060606061,28.666666666666668,113.0,97.0,0.5380952380952381,22.0,2.0,83.66666666666667
tcn,squat,000101,1,57.333333333333336,0.0,0.4393939393939394,10.0,39.333333333333336,170.66666666666666,0.1873015873015873,22.0,2.0,83.66666666666667
tcn,squat,000101,2,57.333333333333336,0.0,0.7727272727272728,0.0,38.333333333333336,171.66666666666666,0.18253968253968253,22.0,2.0,83.66666666666667
tcn,squat,000101,3,57.333333333333336,1.0,0.6060606060606061,40.0,142.0,68.0,0.6761904761904761,22.0,2.0,83.66666666666667
tcn,squat,000101,4,57.333333333333336,0.0,0.9696969696969697,0.0,10.0,200.0,0.047619047619047616,22.0,2.0,83.66666666666667
tcn,squat,000101,5,57.333333333333336,1.0,0.6818181818181818,5.0,40.0,170.0,0.19047619047619047,22.0,2.0,83.66666666666667
tcn,squat,010101,0,57.333333333333336,0.0,0.5333333333333333,1.6666666666666667,116.33333333333333,102.66666666666667,0.5312024353120243,15.0,3.0,27.333333333333332
tcn,squat,010101,1,57.333333333333336,1.0,0.4444444444444445,15.333333333333334,193.0,26.0,0.8812785388127854,15.0,3.0,27.333333333333332
tcn,squat,010101,2,57.333333333333336,0.0,0.9111111111111111,5.333333333333333,38.333333333333336,180.66666666666666,0.17503805175038054,15.0,3.0,27.333333333333332
tcn,squat,010101,3,57.333333333333336,1.0,0.7111111111111111,0.0,148.0,71.0,0.6757990867579909,15.0,3.0,27.333333333333332
tcn,squat,010101,4,57.333333333333336,0.0,0.8444444444444444,0.0,10.0,209.0,0.045662100456621,15.0,3.0,27.333333333333332
tcn,squat,010101,5,57.333333333333336,1.0,0.6888888888888888,5.0,35.0,184.0,0.1598173515981735,15.0,3.0,27.333333333333332
tcn,squat,100001,0,57.333333333333336,1.0,0.717948717948718,42.333333333333336,117.33333333333333,62.666666666666664,0.6518518518518518,52.0,2.0,93.0
tcn,squat,100001,1,57.333333333333336,0.0,0.6666666666666666,0.0,37.333333333333336,142.66666666666666,0.2074074074074074,52.0,2.0,93.0
tcn,squat,100001,2,57.333333333333336,0.0,0.6282051282051282,18.333333333333332,36.666666666666664,143.33333333333334,0.20370370370370372,52.0,2.0,93.0
tcn,squat,100001,3,57.333333333333336,0.0,0.3141025641025641,29.666666666666668,89.0,91.0,0.49444444444444446,52.0,2.0,93.0
tcn,squat,100001,4,57.333333333333336,0.0,0.9038461538461539,1.6666666666666667,10.0,170.0,0.05555555555555555,52.0,2.0,93.0
tcn,squat,100001,5,57.333333333333336,1.0,0.8076923076923076,1.0,38.333333333333336,141.66666666666666,0.21296296296296294,52.0,2.0,93.0
tcn,squat,100101,0,57.333333333333336,1.0,0.7407407407407408,17.0,120.33333333333333,78.66666666666667,0.6046901172529313,36.0,3.0,62.0
tcn,squat,100101,1,57.333333333333336,0.0,0.9537037037037037,0.3333333333333333,36.666666666666664,162.33333333333334,0.1842546063651591,36.0,3.0,62.0
tcn,squat,100101,2,57.333333333333336,0.0,0.7870370370370371,0.0,38.333333333333336,160.66666666666666,0.19262981574539365,36.0,3.0,62.0
tcn,squat,100101,3,57.333333333333336,1.0,0.0925925925925926,44.666666666666664,145.66666666666666,53.333333333333336,0.7319932998324958,36.0,3.0,62.0
tcn,squat,100101,4,57.333333333333336,0.0,0.8148148148148149,0.0,10.0,189.0,0.05025125628140704,36.0,3.0,62.0
tcn,squat,100101,5,57.333333333333336,1.0,0.9074074074074074,0.0,34.0,165.0,0.1708542713567839,36.0,3.0,62.0
tcn,squat,101001,0,57.333333333333336,1.0,0.6666666666666666,4.666666666666667,120.66666666666667,93.66666666666667,0.5630152865319134,25.0,3.0,48.0
tcn,squat,101001,1,57.333333333333336,0.0,0.8133333333333334,0.0,39.333333333333336,175.0,0.18350358617691806,25.0,3.0,48.0
tcn,squat,101001,2,57.333333333333336,1.0,0.12,43.333333333333336,199.33333333333334,15.0,0.9300152140838948,25.0,3.0,48.0
tcn,squat,101001,3,57.333333333333336,0.0,0.8533333333333334,0.0,90.66666666666667,123.66666666666667,0.42295877707744695,25.0,3.0,48.0
tcn,squat,101001,4,57.333333333333336,0.0,0.8666666666666667,0.0,10.0,204.33333333333334,0.046656523944070126,25.0,3.0,48.0
tcn,squat,101001,5,57.333333333333336,1.0,0.8666666666666667,0.0,36.333333333333336,178.0,0.16952836339926103,25.0,3.0,48.0
transformer,deadlift,00000,0,57.333333333333336,0.0,0.5410628019323672,0.0,19.0,118.0,0.1386861313868613,69.0,0.0,60.0
transformer,deadlift,00000,1,57.333333333333336,0.0,0.4975845410628019,0.0,26.0,111.0,0.1897810218978102,69.0,0.0,60.0
transformer,deadlift,00000,2,57.333333333333336,0.0,0.4396135265700483,15.0,77.0,60.0,0.5620437956204379,69.0,0.0,60.0
transformer,deadlift,00000,3,57.333333333333336,0.0,0.46859903381642515,45.0,112.0,25.0,0.8175182481751825,69.0,0.0,60.0
transformer,deadlift,00000,4,57.333333333333336,0.0,0.7922705314009661,0.0,9.0,128.0,0.06569343065693431,69.0,0.0,60.0
transformer,deadlift,00010,0,57.333333333333336,0.0,0.202020202020202,2.0,22.0,120.0,0.15492957746478872,66.0,1.0,85.0
transformer,deadlift,00010,1,57.333333333333336,0.0,0.2878787878787879,6.0,23.0,119.0,0.1619718309859155,66.0,1.0,85.0
transformer,deadlift,00010,2,57.333333333333336,0.0,0.1717171717171717,30.0,76.0,66.0,0.5352112676056338,66.0,1.0,85.0
transformer,deadlift,00010,3,57.333333333333336,1.0,0.9191919191919192,47.0,79.0,63.0,0.5563380281690141,66.0,1.0,85.0
transformer,deadlift,00010,4,57.333333333333336,0.0,0.8181818181818182,0.0,9.0,133.0,0.06338028169014084,66.0,1.0,85.0
transformer,deadlift,00100,0,57.333333333333336,0.0,0.9242424242424242,0.0,15.0,172.0,0.08021390374331551,22.0,1.0,92.0
transformer,deadlift,00100,1,57.333333333333336,0.0,0.12121212121212122,0.0,21.0,166.0,0.11229946524064172,22.0,1.0,92.0
transformer,deadlift,00100,2,57.333333333333336,1.0,0.07575757575757576,54.0,132.0,55.0,0.7058823529411765,22.0,1.0,92.0
transformer,deadlift,00100,3,57.333333333333336,0.0,0.0909090909090909,33.0,118.0,69.0,0.6310160427807486,22.0,1.0,92.0
transformer,deadlift,00100,4,57.333333333333336,0.0,1.0,5.0,9.0,178.0,0.0481283422459893,22.0,1.0,92.0
transformer,deadlift,00110,0,57.333333333333336,0.0,0.8080808080808081,0.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
transformer,deadlift,00110,1,57.333333333333336,0.0,0.5757575757575758,7.0,20.0,158.0,0.11235955056179775,33.0,2.0,91.0
transformer,deadlift,00110,2,57.333333333333336,1.0,0.8989898989898991,53.0,127.0,51.0,0.7134831460674157,33.0,2.0,91.0
transformer,deadlift,00110,3,57.333333333333336,1.0,0.7171717171717171,22.0,98.0,80.0,0.550561797752809,33.0,2.0,91.0
transformer,deadlift,00110,4,57.333333333333336,0.0,0.8484848484848485,9.0,9.0,169.0,0.05056179775280898,33.0,2.0,91.0
transformer,deadlift,11110,0,57.333333333333336,1.0,0.16666666666666666,1.0,186.0,16.0,0.9207920792079208,10.0,4.0,2.0
transformer,deadlift,11110,1,57.333333333333336,1.0,0.26666666666666666,1.0,192.0,10.0,0.9504950495049505,10.0,4.0,2.0
transformer,deadlift,11110,2,57.333333333333336,1.0,0.26666666666666666,0.0,152.0,50.0,0.7524752475247526,10.0,4.0,2.0
transformer,deadlift,11110,3,57.333333333333336,1.0,0.19999999999999998,0.0,101.0,101.0,0.5,10.0,4.0,2.0
transformer,deadlift,11110,4,57.333333333333336,0.0,0.9666666666666667,0.0,9.0,193.0,0.04455445544554456,10.0,4.0,2.0
transformer,squat,000000,0,57.333333333333336,0.0,0.4705882352941176,0.3333333333333333,116.66666666666667,93.33333333333333,0.5555555555555555,17.0,0.0,52.0
transformer,squat,000000,1,57.333333333333336,0.0,0.6470588235294118,0.0,36.333333333333336,173.66666666666666,0.17301587301587304,17.0,0.0,52.0
transformer,squat,000000,2,57.333333333333336,0.0,0.7254901960784315,3.0,40.0,170.0,0.19047619047619047,17.0,0.0,52.0
transformer,squat,000000,3,57.333333333333336,0.0,0.7254901960784313,5.0,83.0,127.0,0.3952380952380952,17.0,0.0,52.0
transformer,squat,000000,4,57.333333333333336,0.0,0.9607843137254902,5.0,10.0,200.0,0.047619047619047616,17.0,0.0,52.0
transformer,squat,000000,5,57.333333333333336,0.0,0.0,38.666666666666664,188.0,22.0,0.8952380952380952,17.0,0.0,52.0
transformer,squat,000001,0,57.333333333333336,0.0,0.5090909090909091,43.333333333333336,112.66666666666667,67.33333333333333,0.6259259259259259,55.0,1.0,78.0
transformer,squat,000001,1,57.333333333333336,0.0,0.8303030303030302,0.0,39.333333333333336,140.66666666666666,0.21851851851851853,55.0,1.0,78.0
transformer,squat,000001,2,57.333333333333336,0.0,0.496969696969697,7.0,38.333333333333336,141.66666666666666,0.21296296296296294,55.0,1.0,78.0
transformer,squat,000001,3,57.333333333333336,0.0,0.5878787878787879,21.0,91.0,89.0,0.5055555555555555,55.0,1.0,78.0
transformer,squat,000001,4,57.333333333333336,0.0,0.8242424242424242,0.0,10.0,170.0,0.05555555555555555,55.0,1.0,78.0
transformer,squat,000001,5,57.333333333333336,1.0,0.6727272727272727,6.666666666666667,24.0,156.0,0.13333333333333333,55.0,1.0,78.0
transformer,squat,000101,0,57.333333333333336,0.0,0.5303030303030303,28.666666666666668,113.0,97.0,0.5380952380952381,22.0,2.0,83.66666666666667
transformer,squat,000101,1,57.333333333333336,0.0,0.393939393939394,10.0,39.333333333333336,170.66666666666666,0.1873015873015873,22.0,2.0,83.66666666666667
transformer,squat,000101,2,57.333333333333336,0.0,0.7727272727272728,0.0,38.333333333333336,171.66666666666666,0.18253968253968253,22.0,2.0,83.66666666666667
transformer,squat,000101,3,57.333333333333336,1.0,0.8181818181818182,40.0,142.0,68.0,0.6761904761904761,22.0,2.0,83.66666666666667
transformer,squat,000101,4,57.333333333333336,0.0,0.787878787878788,0.0,10.0,200.0,0.047619047619047616,22.0,2.0,83.66666666666667
transformer,squat,000101,5,57.333333333333336,1.0,0.5757575757575758,5.0,40.0,170.0,0.19047619047619047,22.0,2.0,83.66666666666667
transformer,squat,010101,0,57.333333333333336,0.0,0.4222222222222222,1.6666666666666667,116.33333333333333,102.66666666666667,0.5312024353120243,15.0,3.0,27.333333333333332
transformer,squat,010101,1,57.333333333333336,1.0,0.2888888888888889,15.333333333333334,193.0,26.0,0.8812785388127854,15.0,3.0,27.333333333333332
transformer,squat,010101,2,57.333333333333336,0.0,0.9111111111111111,5.333333333333333,38.333333333333336,180.66666666666666,0.17503805175038054,15.0,3.0,27.333333333333332
transformer,squat,010101,3,57.333333333333336,1.0,0.9333333333333332,0.0,148.0,71.0,0.6757990867579909,15.0,3.0,27.333333333333332
transformer,squat,010101,4,57.333333333333336,0.0,1.0,0.0,10.0,209.0,0.045662100456621,15.0,3.0,27.333333333333332
transformer,squat,010101,5,57.333333333333336,1.0,0.8444444444444444,5.0,35.0,184.0,0.1598173515981735,15.0,3.0,27.333333333333332
transformer,squat,100001,0,57.333333333333336,1.0,0.6858974358974358,42.333333333333336,117.33333333333333,62.666666666666664,0.6518518518518518,52.0,2.0,93.0
transformer,squat,100001,1,57.333333333333336,0.0,0.6153846153846154,0.0,37.333333333333336,142.66666666666666,0.2074074074074074,52.0,2.0,93.0
transformer,squat,100001,2,57.333333333333336,0.0,0.4679487179487179,18.333333333333332,36.666666666666664,143.33333333333334,0.20370370370370372,52.0,2.0,93.0
transformer,squat,100001,3,57.333333333333336,0.0,0.576923076923077,29.666666666666668,89.0,91.0,0.49444444444444446,52.0,2.0,93.0
transformer,squat,100001,4,57.333333333333336,0.0,0.576923076923077,1.6666666666666667,10.0,170.0,0.05555555555555555,52.0,2.0,93.0
transformer,squat,100001,5,57.333333333333336,1.0,0.8205128205128206,1.0,38.333333333333336,141.66666666666666,0.21296296296296294,52.0,2.0,93.0
transformer,squat,100101,0,57.333333333333336,1.0,0.5185185185185185,17.0,120.33333333333333,78.66666666666667,0.6046901172529313,36.0,3.0,62.0
transformer,squat,100101,1,57.333333333333336,0.0,0.9351851851851851,0.3333333333333333,36.666666666666664,162.33333333333334,0.1842546063651591,36.0,3.0,62.0
transformer,squat,100101,2,57.333333333333336,0.0,0.7314814814814815,0.0,38.333333333333336,160.66666666666666,0.19262981574539365,36.0,3.0,62.0
transformer,squat,100101,3,57.333333333333336,1.0,0.19444444444444442,44.666666666666664,145.66666666666666,53.333333333333336,0.7319932998324958,36.0,3.0,62.0
transformer,squat,100101,4,57.333333333333336,0.0,0.8611111111111112,0.0,10.0,189.0,0.05025125628140704,36.0,3.0,62.0
transformer,squat,100101,5,57.333333333333336,1.0,0.7685185185185185,0.0,34.0,165.0,0.1708542713567839,36.0,3.0,62.0
transformer,squat,101001,0,57.333333333333336,1.0,0.7466666666666667,4.666666666666667,120.66666666666667,93.66666666666667,0.5630152865319134,25.0,3.0,48.0
transformer,squat,101001,1,57.333333333333336,0.0,0.7866666666666666,0.0,39.333333333333336,175.0,0.18350358617691806,25.0,3.0,48.0
transformer,squat,101001,2,57.333333333333336,1.0,0.04,43.333333333333336,199.33333333333334,15.0,0.9300152140838948,25.0,3.0,48.0
transformer,squat,101001,3,57.333333333333336,0.0,0.6133333333333333,0.0,90.66666666666667,123.66666666666667,0.42295877707744695,25.0,3.0,48.0
transformer,squat,101001,4,57.333333333333336,0.0,0.9333333333333332,0.0,10.0,204.33333333333334,0.046656523944070126,25.0,3.0,48.0
transformer,squat,101001,5,57.333333333333336,1.0,0.7999999999999999,0.0,36.333333333333336,178.0,0.16952836339926103,25.0,3.0,48.0
