model,exercise,target,seed,condition,metric,value
transformer,squat,000000,123,unseen,bit_accuracy,0.2777777777777778
transformer,squat,000000,123,unseen,exact_match,0.0
transformer,squat,000000,42,seen,macro_f1,0.0
transformer,squat,000000,42,seen,micro_f1,0.0
transformer,squat,000000,42,seen,bit_accuracy,0.6666666666666666
transformer,squat,000000,42,seen,exact_match,0.0
transformer,squat,000000,42,unseen,macro_f1,0.0
transformer,squat,000000,42,unseen,micro_f1,0.0
transformer,squat,000000,42,unseen,bit_accuracy,0.6333333333333333
transformer,squat,000000,42,unseen,exact_match,0.0
transformer,squat,000000,7,seen,macro_f1,0.0
transformer,squat,000000,7,seen,micro_f1,0.0
transformer,squat,000000,7,seen,bit_accuracy,0.23333333333333334
transformer,squat,000000,7,seen,exact_match,0.0
transformer,squat,000000,7,unseen,macro_f1,0.0
transformer,squat,000000,7,unseen,micro_f1,0.0
transformer,squat,000000,7,unseen,bit_accuracy,0.6666666666666666
transformer,squat,000000,7,unseen,exact_match,0.0
transformer,squat,000001,123,seen,macro_f1,0.14814814814814814
transformer,squat,000001,123,seen,micro_f1,0.36363636363636365
transformer,squat,000001,123,seen,bit_accuracy,0.5333333333333333
transformer,squat,000001,123,seen,exact_match,0.0
transformer,squat,000001,123,unseen,macro_f1,0.14814814814814814
transformer,squat,000001,123,unseen,micro_f1,0.42105263157894735
transformer,squat,000001,123,unseen,bit_accuracy,0.6333333333333333
transformer,squat,000001,123,unseen,exact_match,0.0
transformer,squat,000001,42,seen,macro_f1,0.09523809523809523
transformer,squat,000001,42,seen,micro_f1,0.4444444444444444
transformer,squat,000001,42,seen,bit_accuracy,0.8333333333333334
transformer,squat,000001,42,seen,exact_match,0.4
transformer,squat,000001,42,unseen,macro_f1,0.14814814814814814
transformer,squat,000001,42,unseen,micro_f1,0.4444444444444444
transformer,squat,000001,42,unseen,bit_accuracy,0.6666666666666666
transformer,squat,000001,42,unseen,exact_match,0.0
transformer,squat,000001,7,seen,macro_f1,0.16666666666666666
transformer,squat,000001,7,seen,micro_f1,0.47619047619047616
transformer,squat,000001,7,seen,bit_accuracy,0.6333333333333333
transformer,squat,000001,7,seen,exact_match,0.0
transformer,squat,000001,7,unseen,macro_f1,0.14814814814814814
transformer,squat,000001,7,unseen,micro_f1,0.26666666666666666
transformer,squat,000001,7,unseen,bit_accuracy,0.26666666666666666
transformer,squat,000001,7,unseen,exact_match,0.0
transformer,squat,000101,123,seen,macro_f1,0.2916666666666667
transformer,squat,000101,123,seen,micro_f1,0.8421052631578947
transformer,squat,000101,123,seen,bit_accuracy,0.9
transformer,squat,000101,123,seen,exact_match,0.4
transformer,squat,000101,123,unseen,macro_f1,0.2619047619047619
transformer,squat,000101,123,unseen,micro_f1,0.7368421052631579
transformer,squat,000101,123,unseen,bit_accuracy,0.8333333333333334
transformer,squat,000101,123,unseen,exact_match,0.0
transformer,squat,000101,42,seen,macro_f1,0.22023809523809523
transformer,squat,000101,42,seen,micro_f1,0.5263157894736842
transformer,squat,000101,42,seen,bit_accuracy,0.7
transformer,squat,000101,42,seen,exact_match,0.0
transformer,squat,000101,42,unseen,macro_f1,0.25
transformer,squat,000101,42,unseen,micro_f1,0.6666666666666666
transformer,squat,000101,42,unseen,bit_accuracy,0.8
transformer,squat,000101,42,unseen,exact_match,0.2
transformer,squat,000101,7,seen,macro_f1,0.3333333333333333
transformer,squat,000101,7,seen,micro_f1,0.8
transformer,squat,000101,7,seen,bit_accuracy,0.8333333333333334
transformer,squat,000101,7,seen,exact_match,0.0
transformer,squat,000101,7,unseen,macro_f1,0.3
transformer,squat,000101,7,unseen,micro_f1,0.625
transformer,squat,000101,7,unseen,bit_accuracy,0.6666666666666666
transformer,squat,000101,7,unseen,exact_match,0.0
transformer,squat,010101,123,seen,macro_f1,0.3703703703703704
transformer,squat,010101,123,seen,micro_f1,0.8
transformer,squat,010101,123,seen,bit_accuracy,0.8333333333333334
transformer,squat,010101,123,seen,exact_match,0.0
transformer,squat,010101,123,unseen,macro_f1,0.3333333333333333
transformer,squat,010101,123,unseen,micro_f1,0.7407407407407407
transformer,squat,010101,123,unseen,bit_accuracy,0.7666666666666667
transformer,squat,010101,123,unseen,exact_match,0.0
transformer,squat,010101,42,seen,macro_f1,0.5
transformer,squat,010101,42,seen,micro_f1,1.0
transformer,squat,010101,42,seen,bit_accuracy,1.0
transformer,squat,010101,42,seen,exact_match,1.0
transformer,squat,010101,42,unseen,macro_f1,0.3333333333333333
transformer,squat,010101,42,unseen,micro_f1,0.7272727272727273
transformer,squat,010101,42,unseen,bit_accuracy,0.75
transformer,squat,010101,42,unseen,exact_match,0.0
transformer,squat,010101,7,seen,macro_f1,0.5
transformer,squat,010101,7,seen,micro_f1,1.0
transformer,squat,010101,7,seen,bit_accuracy,1.0
transformer,squat,010101,7,seen,exact_match,1.0
transformer,squat,010101,7,unseen,macro_f1,0.3
transformer,squat,010101,7,unseen,micro_f1,0.6666666666666666
transformer,squat,010101,7,unseen,bit_accuracy,0.7222222222222222
transformer,squat,010101,7,unseen,exact_match,0.0
transformer,squat,100001,123,seen,macro_f1,0.27314814814814814
transformer,squat,100001,123,seen,micro_f1,0.7
transformer,squat,100001,123,seen,bit_accuracy,0.8
transformer,squat,100001,123,seen,exact_match,0.0
transformer,squat,100001,123,unseen,macro_f1,0.27314814814814814
transformer,squat,100001,123,unseen,micro_f1,0.6086956521739131
transformer,squat,100001,123,unseen,bit_accuracy,0.7
transformer,squat,100001,123,unseen,exact_match,0.0
transformer,squat,100001,42,seen,macro_f1,0.2916666666666667
transformer,squat,100001,42,seen,micro_f1,0.8
transformer,squat,100001,42,seen,bit_accuracy,0.8666666666666667
transformer,squat,100001,42,seen,exact_match,0.4
transformer,squat,100001,42,unseen,macro_f1,0.3333333333333333
transformer,squat,100001,42,unseen,micro_f1,0.8
transformer,squat,100001,42,unseen,bit_accuracy,0.8333333333333334
transformer,squat,100001,42,unseen,exact_match,0.0
transformer,squat,100001,7,seen,macro_f1,0.14814814814814814
transformer,squat,100001,7,seen,micro_f1,0.24242424242424243
transformer,squat,100001,7,seen,bit_accuracy,0.16666666666666666
transformer,squat,100001,7,seen,exact_match,0.0
transformer,squat,100001,7,unseen,macro_f1,0.3333333333333333
transformer,squat,100001,7,unseen,micro_f1,0.6666666666666666
transformer,squat,100001,7,unseen,bit_accuracy,0.6666666666666666
transformer,squat,100001,7,unseen,exact_match,0.0
transformer,squat,100101,123,seen,macro_f1,0.2333333333333333
transformer,squat,100101,123,seen,micro_f1,0.5882352941176471
transformer,squat,100101,123,seen,bit_accuracy,0.7083333333333334
transformer,squat,100101,123,seen,exact_match,0.0
transformer,squat,100101,123,unseen,macro_f1,0.30952380952380953
transformer,squat,100101,123,unseen,micro_f1,0.7368421052631579
transformer,squat,100101,123,unseen,bit_accuracy,0.7916666666666666
transformer,squat,100101,123,unseen,exact_match,0.0
transformer,squat,100101,42,seen,macro_f1,0.5
transformer,squat,100101,42,seen,micro_f1,1.0
transformer,squat,100101,42,seen,bit_accuracy,1.0
transformer,squat,100101,42,seen,exact_match,1.0
transformer,squat,100101,42,unseen,macro_f1,0.3333333333333333
transformer,squat,100101,42,unseen,micro_f1,0.7407407407407407
transformer,squat,100101,42,unseen,bit_accuracy,0.7666666666666667
transformer,squat,100101,42,unseen,exact_match,0.0
transformer,squat,100101,7,seen,macro_f1,0.3333333333333333
transformer,squat,100101,7,seen,micro_f1,0.7142857142857143
transformer,squat,100101,7,seen,bit_accuracy,0.7333333333333333
transformer,squat,100101,7,seen,exact_match,0.0
transformer,squat,100101,7,unseen,macro_f1,0.3333333333333333
transformer,squat,100101,7,unseen,micro_f1,0.7692307692307693
transformer,squat,100101,7,unseen,bit_accuracy,0.8
transformer,squat,100101,7,unseen,exact_match,0.0
transformer,squat,101001,123,seen,macro_f1,0.3333333333333333
transformer,squat,101001,123,seen,micro_f1,0.8
transformer,squat,101001,123,seen,bit_accuracy,0.8333333333333334
transformer,squat,101001,123,seen,exact_match,0.0
transformer,squat,101001,123,unseen,macro_f1,0.42857142857142855
transformer,squat,101001,123,unseen,micro_f1,0.8571428571428571
transformer,squat,101001,123,unseen,bit_accuracy,0.8666666666666667
transformer,squat,101001,123,unseen,exact_match,0.2
transformer,squat,101001,42,seen,macro_f1,0.19047619047619047
transformer,squat,101001,42,seen,micro_f1,0.36363636363636365
transformer,squat,101001,42,seen,bit_accuracy,0.5333333333333333
transformer,squat,101001,42,seen,exact_match,0.0
transformer,squat,101001,42,unseen,macro_f1,0.375
transformer,squat,101001,42,unseen,micro_f1,0.6666666666666666
transformer,squat,101001,42,unseen,bit_accuracy,0.7
transformer,squat,101001,42,unseen,exact_match,0.0
transformer,squat,101001,7,seen,macro_f1,0.3148148148148148
transformer,squat,101001,7,seen,micro_f1,0.5806451612903226
transformer,squat,101001,7,seen,bit_accuracy,0.5666666666666667
transformer,squat,101001,7,seen,exact_match,0.0
transformer,squat,101001,7,unseen,macro_f1,0.34722222222222215
transformer,squat,101001,7,unseen,micro_f1,0.5294117647058824
transformer,squat,101001,7,unseen,bit_accuracy,0.4666666666666667
transformer,squat,101001,7,unseen,exact_match,0.0
