model,exercise,target,seed,criterion,target_bit,accuracy,lop,global_opposing_support,global_matching_support,global_opposing_rate,target_cardinality,total_hamming1_support,is_hand_criterion
stgcn,cpr,1000000010000,123,8,1,0.0,22.0,898.0,164.0,0.8455743879472694,2.0,72.0,False
stgcn,cpr,1000000010000,123,9,0,1.0,0.0,208.0,854.0,0.1958568738229755,2.0,72.0,False
stgcn,cpr,1000000010000,123,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,72.0,False
stgcn,cpr,1000000010000,123,11,0,1.0,0.0,83.0,979.0,0.07815442561205273,2.0,72.0,False
stgcn,cpr,1000000010000,123,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,72.0,False
stgcn,cpr,1000000010000,42,0,1,0.0,42.0,882.0,180.0,0.8305084745762712,2.0,72.0,True
stgcn,cpr,1000000010000,42,1,0,0.4,0.0,89.0,973.0,0.08380414312617702,2.0,72.0,True
stgcn,cpr,1000000010000,42,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,72.0,True
stgcn,cpr,1000000010000,42,3,0,1.0,8.0,177.0,885.0,0.16666666666666666,2.0,72.0,False
stgcn,cpr,1000000010000,42,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,72.0,False
stgcn,cpr,1000000010000,42,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,72.0,False
stgcn,cpr,1000000010000,42,6,0,0.2,0.0,145.0,917.0,0.13653483992467044,2.0,72.0,False
stgcn,cpr,1000000010000,42,7,0,1.0,0.0,170.0,892.0,0.160075329566855,2.0,72.0,False
stgcn,cpr,1000000010000,42,8,1,0.0,22.0,898.0,164.0,0.8455743879472694,2.0,72.0,False
stgcn,cpr,1000000010000,42,9,0,1.0,0.0,208.0,854.0,0.1958568738229755,2.0,72.0,False
stgcn,cpr,1000000010000,42,10,0,0.8,0.0,108.0,954.0,0.1016949152542373,2.0,72.0,False
stgcn,cpr,1000000010000,42,11,0,0.0,0.0,83.0,979.0,0.07815442561205273,2.0,72.0,False
stgcn,cpr,1000000010000,42,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,72.0,False
stgcn,cpr,1000000010000,7,0,1,0.0,42.0,882.0,180.0,0.8305084745762712,2.0,72.0,True
stgcn,cpr,1000000010000,7,1,0,0.0,0.0,89.0,973.0,0.08380414312617702,2.0,72.0,True
stgcn,cpr,1000000010000,7,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,72.0,True
stgcn,cpr,1000000010000,7,3,0,1.0,8.0,177.0,885.0,0.16666666666666666,2.0,72.0,False
stgcn,cpr,1000000010000,7,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,72.0,False
stgcn,cpr,1000000010000,7,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,72.0,False
stgcn,cpr,1000000010000,7,6,0,1.0,0.0,145.0,917.0,0.13653483992467044,2.0,72.0,False
stgcn,cpr,1000000010000,7,7,0,1.0,0.0,170.0,892.0,0.160075329566855,2.0,72.0,False
stgcn,cpr,1000000010000,7,8,1,0.0,22.0,898.0,164.0,0.8455743879472694,2.0,72.0,False
stgcn,cpr,1000000010000,7,9,0,0.0,0.0,208.0,854.0,0.1958568738229755,2.0,72.0,False
stgcn,cpr,1000000010000,7,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,72.0,False
stgcn,cpr,1000000010000,7,11,0,0.0,0.0,83.0,979.0,0.07815442561205273,2.0,72.0,False
stgcn,cpr,1000000010000,7,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,72.0,False
stgcn,cpr,1000000100000,123,0,1,0.0,42.0,882.0,180.0,0.8305084745762712,2.0,80.0,True
stgcn,cpr,1000000100000,123,1,0,0.0,0.0,89.0,973.0,0.08380414312617702,2.0,80.0,True
stgcn,cpr,1000000100000,123,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,80.0,True
stgcn,cpr,1000000100000,123,3,0,0.0,0.0,177.0,885.0,0.16666666666666666,2.0,80.0,False
stgcn,cpr,1000000100000,123,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,80.0,False
stgcn,cpr,1000000100000,123,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,80.0,False
stgcn,cpr,1000000100000,123,6,0,1.0,0.0,145.0,917.0,0.13653483992467044,2.0,80.0,False
stgcn,cpr,1000000100000,123,7,1,1.0,22.0,904.0,158.0,0.8512241054613936,2.0,80.0,False
stgcn,cpr,1000000100000,123,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,80.0,False
stgcn,cpr,1000000100000,123,9,0,1.0,8.0,208.0,854.0,0.1958568738229755,2.0,80.0,False
stgcn,cpr,1000000100000,123,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,80.0,False
stgcn,cpr,1000000100000,123,11,0,1.0,8.0,83.0,979.0,0.07815442561205273,2.0,80.0,False
stgcn,cpr,1000000100000,123,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,80.0,False
stgcn,cpr,1000000100000,42,0,1,0.0,42.0,882.0,180.0,0.8305084745762712,2.0,80.0,True
stgcn,cpr,1000000100000,42,1,0,1.0,0.0,89.0,973.0,0.08380414312617702,2.0,80.0,True
stgcn,cpr,1000000100000,42,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,80.0,True
stgcn,cpr,1000000100000,42,3,0,1.0,0.0,177.0,885.0,0.16666666666666666,2.0,80.0,False
stgcn,cpr,1000000100000,42,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,80.0,False
stgcn,cpr,1000000100000,42,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,80.0,False
stgcn,cpr,1000000100000,42,6,0,1.0,0.0,145.0,917.0,0.13653483992467044,2.0,80.0,False
stgcn,cpr,1000000100000,42,7,1,1.0,22.0,904.0,158.0,0.8512241054613936,2.0,80.0,False
stgcn,cpr,1000000100000,42,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,80.0,False
stgcn,cpr,1000000100000,42,9,0,1.0,8.0,208.0,854.0,0.1958568738229755,2.0,80.0,False
stgcn,cpr,1000000100000,42,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,80.0,False
stgcn,cpr,1000000100000,42,11,0,0.0,8.0,83.0,979.0,0.07815442561205273,2.0,80.0,False
stgcn,cpr,1000000100000,42,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,80.0,False
stgcn,cpr,1000000100000,7,0,1,0.0,42.0,882.0,180.0,0.8305084745762712,2.0,80.0,True
stgcn,cpr,1000000100000,7,1,0,0.8,0.0,89.0,973.0,0.08380414312617702,2.0,80.0,True
stgcn,cpr,1000000100000,7,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,80.0,True
stgcn,cpr,1000000100000,7,3,0,0.4,0.0,177.0,885.0,0.16666666666666666,2.0,80.0,False
stgcn,cpr,1000000100000,7,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,80.0,False
stgcn,cpr,1000000100000,7,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,80.0,False
stgcn,cpr,1000000100000,7,6,0,1.0,0.0,145.0,917.0,0.13653483992467044,2.0,80.0,False
stgcn,cpr,1000000100000,7,7,1,0.6,22.0,904.0,158.0,0.8512241054613936,2.0,80.0,False
stgcn,cpr,1000000100000,7,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,80.0,False
stgcn,cpr,1000000100000,7,9,0,1.0,8.0,208.0,854.0,0.1958568738229755,2.0,80.0,False
stgcn,cpr,1000000100000,7,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,80.0,False
stgcn,cpr,1000000100000,7,11,0,1.0,8.0,83.0,979.0,0.07815442561205273,2.0,80.0,False
stgcn,cpr,1000000100000,7,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,80.0,False
stgcn,cpr,1000001000000,123,0,1,0.0,22.0,882.0,180.0,0.8305084745762712,2.0,44.0,True
stgcn,cpr,1000001000000,123,1,0,0.2,0.0,89.0,973.0,0.08380414312617702,2.0,44.0,True
stgcn,cpr,1000001000000,123,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,44.0,True
stgcn,cpr,1000001000000,123,3,0,1.0,0.0,177.0,885.0,0.16666666666666666,2.0,44.0,False
stgcn,cpr,1000001000000,123,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,44.0,False
stgcn,cpr,1000001000000,123,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,44.0,False
stgcn,cpr,1000001000000,123,6,1,1.0,22.0,924.0,138.0,0.8700564971751412,2.0,44.0,False
stgcn,cpr,1000001000000,123,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,44.0,False
stgcn,cpr,1000001000000,123,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,44.0,False
stgcn,cpr,1000001000000,123,9,0,0.0,0.0,208.0,854.0,0.1958568738229755,2.0,44.0,False
stgcn,cpr,1000001000000,123,10,0,0.2,0.0,108.0,954.0,0.1016949152542373,2.0,44.0,False
stgcn,cpr,1000001000000,123,11,0,0.0,0.0,83.0,979.0,0.07815442561205273,2.0,44.0,False
stgcn,cpr,1000001000000,123,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,44.0,False
stgcn,cpr,1000001000000,42,0,1,0.0,22.0,882.0,180.0,0.8305084745762712,2.0,44.0,True
stgcn,cpr,1000001000000,42,1,0,0.0,0.0,89.0,973.0,0.08380414312617702,2.0,44.0,True
stgcn,cpr,1000001000000,42,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,44.0,True
stgcn,cpr,1000001000000,42,3,0,1.0,0.0,177.0,885.0,0.16666666666666666,2.0,44.0,False
stgcn,cpr,1000001000000,42,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,44.0,False
stgcn,cpr,1000001000000,42,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,44.0,False
stgcn,cpr,1000001000000,42,6,1,1.0,22.0,924.0,138.0,0.8700564971751412,2.0,44.0,False
stgcn,cpr,1000001000000,42,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,44.0,False
stgcn,cpr,1000001000000,42,8,0,0.6,0.0,176.0,886.0,0.1657250470809793,2.0,44.0,False
stgcn,cpr,1000001000000,42,9,0,1.0,0.0,208.0,854.0,0.1958568738229755,2.0,44.0,False
stgcn,cpr,1000001000000,42,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,44.0,False
stgcn,cpr,1000001000000,42,11,0,0.0,0.0,83.0,979.0,0.07815442561205273,2.0,44.0,False
stgcn,cpr,1000001000000,42,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,44.0,False
stgcn,cpr,1000001000000,7,0,1,0.0,22.0,882.0,180.0,0.8305084745762712,2.0,44.0,True
stgcn,cpr,1000001000000,7,1,0,1.0,0.0,89.0,973.0,0.08380414312617702,2.0,44.0,True
stgcn,cpr,1000001000000,7,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,44.0,True
stgcn,cpr,1000001000000,7,3,0,0.0,0.0,177.0,885.0,0.16666666666666666,2.0,44.0,False
stgcn,cpr,1000001000000,7,4,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,44.0,False
stgcn,cpr,1000001000000,7,5,0,1.0,0.0,166.0,896.0,0.15630885122410546,2.0,44.0,False
stgcn,cpr,1000001000000,7,6,1,1.0,22.0,924.0,138.0,0.8700564971751412,2.0,44.0,False
stgcn,cpr,1000001000000,7,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,44.0,False
stgcn,cpr,1000001000000,7,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,44.0,False
stgcn,cpr,1000001000000,7,9,0,1.0,0.0,208.0,854.0,0.1958568738229755,2.0,44.0,False
stgcn,cpr,1000001000000,7,10,0,0.5,0.0,108.0,954.0,0.1016949152542373,2.0,44.0,False
stgcn,cpr,1000001000000,7,11,0,1.0,0.0,83.0,979.0,0.07815442561205273,2.0,44.0,False
stgcn,cpr,1000001000000,7,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,44.0,False
stgcn,cpr,1000010000000,123,0,1,0.0,20.0,882.0,180.0,0.8305084745762712,2.0,58.0,True
stgcn,cpr,1000010000000,123,1,0,0.0,0.0,89.0,973.0,0.08380414312617702,2.0,58.0,True
stgcn,cpr,1000010000000,123,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,58.0,True
stgcn,cpr,1000010000000,123,3,0,1.0,8.0,177.0,885.0,0.16666666666666666,2.0,58.0,False
stgcn,cpr,1000010000000,123,4,0,1.0,8.0,148.0,914.0,0.1393596986817326,2.0,58.0,False
stgcn,cpr,1000010000000,123,5,1,0.0,22.0,906.0,156.0,0.8531073446327684,2.0,58.0,False
stgcn,cpr,1000010000000,123,6,0,0.0,0.0,148.0,914.0,0.1393596986817326,2.0,58.0,False
stgcn,cpr,1000010000000,123,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,58.0,False
stgcn,cpr,1000010000000,123,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,58.0,False
stgcn,cpr,1000010000000,123,9,0,1.0,0.0,208.0,854.0,0.1958568738229755,2.0,58.0,False
stgcn,cpr,1000010000000,123,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,58.0,False
stgcn,cpr,1000010000000,123,11,0,1.0,0.0,83.0,979.0,0.07815442561205273,2.0,58.0,False
stgcn,cpr,1000010000000,123,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,58.0,False
stgcn,cpr,1000010000000,42,0,1,0.0,20.0,882.0,180.0,0.8305084745762712,2.0,58.0,True
stgcn,cpr,1000010000000,42,1,0,0.0,0.0,89.0,973.0,0.08380414312617702,2.0,58.0,True
stgcn,cpr,1000010000000,42,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,58.0,True
stgcn,cpr,1000010000000,42,3,0,1.0,8.0,177.0,885.0,0.16666666666666666,2.0,58.0,False
stgcn,cpr,1000010000000,42,4,0,1.0,8.0,148.0,914.0,0.1393596986817326,2.0,58.0,False
stgcn,cpr,1000010000000,42,5,1,0.0,22.0,906.0,156.0,0.8531073446327684,2.0,58.0,False
stgcn,cpr,1000010000000,42,6,0,0.0,0.0,148.0,914.0,0.1393596986817326,2.0,58.0,False
stgcn,cpr,1000010000000,42,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,58.0,False
stgcn,cpr,1000010000000,42,8,0,0.0,0.0,176.0,886.0,0.1657250470809793,2.0,58.0,False
stgcn,cpr,1000010000000,42,9,0,1.0,0.0,208.0,854.0,0.1958568738229755,2.0,58.0,False
stgcn,cpr,1000010000000,42,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,58.0,False
stgcn,cpr,1000010000000,42,11,0,0.0,0.0,83.0,979.0,0.07815442561205273,2.0,58.0,False
stgcn,cpr,1000010000000,42,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,58.0,False
stgcn,cpr,1000010000000,7,0,1,0.4,20.0,882.0,180.0,0.8305084745762712,2.0,58.0,True
stgcn,cpr,1000010000000,7,1,0,0.0,0.0,89.0,973.0,0.08380414312617702,2.0,58.0,True
stgcn,cpr,1000010000000,7,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,58.0,True
stgcn,cpr,1000010000000,7,3,0,1.0,8.0,177.0,885.0,0.16666666666666666,2.0,58.0,False
stgcn,cpr,1000010000000,7,4,0,1.0,8.0,148.0,914.0,0.1393596986817326,2.0,58.0,False
stgcn,cpr,1000010000000,7,5,1,0.0,22.0,906.0,156.0,0.8531073446327684,2.0,58.0,False
stgcn,cpr,1000010000000,7,6,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,58.0,False
stgcn,cpr,1000010000000,7,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,58.0,False
stgcn,cpr,1000010000000,7,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,58.0,False
stgcn,cpr,1000010000000,7,9,0,0.0,0.0,208.0,854.0,0.1958568738229755,2.0,58.0,False
stgcn,cpr,1000010000000,7,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,58.0,False
stgcn,cpr,1000010000000,7,11,0,0.0,0.0,83.0,979.0,0.07815442561205273,2.0,58.0,False
stgcn,cpr,1000010000000,7,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,58.0,False
stgcn,cpr,1000100000000,123,0,1,1.0,42.0,882.0,180.0,0.8305084745762712,2.0,72.0,True
stgcn,cpr,1000100000000,123,1,0,0.2,0.0,89.0,973.0,0.08380414312617702,2.0,72.0,True
stgcn,cpr,1000100000000,123,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,72.0,True
stgcn,cpr,1000100000000,123,3,0,0.6,0.0,177.0,885.0,0.16666666666666666,2.0,72.0,False
stgcn,cpr,1000100000000,123,4,1,0.0,22.0,919.0,143.0,0.8653483992467044,2.0,72.0,False
stgcn,cpr,1000100000000,123,5,0,1.0,8.0,161.0,901.0,0.15160075329566855,2.0,72.0,False
stgcn,cpr,1000100000000,123,6,0,0.2,0.0,148.0,914.0,0.1393596986817326,2.0,72.0,False
stgcn,cpr,1000100000000,123,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,72.0,False
stgcn,cpr,1000100000000,123,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,72.0,False
stgcn,cpr,1000100000000,123,9,0,0.6,0.0,208.0,854.0,0.1958568738229755,2.0,72.0,False
stgcn,cpr,1000100000000,123,10,0,0.2,0.0,108.0,954.0,0.1016949152542373,2.0,72.0,False
stgcn,cpr,1000100000000,123,11,0,0.6,0.0,83.0,979.0,0.07815442561205273,2.0,72.0,False
stgcn,cpr,1000100000000,123,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,72.0,False
stgcn,cpr,1000100000000,42,0,1,0.0,42.0,882.0,180.0,0.8305084745762712,2.0,72.0,True
stgcn,cpr,1000100000000,42,1,0,0.0,0.0,89.0,973.0,0.08380414312617702,2.0,72.0,True
stgcn,cpr,1000100000000,42,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,72.0,True
stgcn,cpr,1000100000000,42,3,0,0.0,0.0,177.0,885.0,0.16666666666666666,2.0,72.0,False
stgcn,cpr,1000100000000,42,4,1,0.0,22.0,919.0,143.0,0.8653483992467044,2.0,72.0,False
stgcn,cpr,1000100000000,42,5,0,1.0,8.0,161.0,901.0,0.15160075329566855,2.0,72.0,False
stgcn,cpr,1000100000000,42,6,0,0.0,0.0,148.0,914.0,0.1393596986817326,2.0,72.0,False
stgcn,cpr,1000100000000,42,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,72.0,False
stgcn,cpr,1000100000000,42,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,72.0,False
stgcn,cpr,1000100000000,42,9,0,0.0,0.0,208.0,854.0,0.1958568738229755,2.0,72.0,False
stgcn,cpr,1000100000000,42,10,0,0.2,0.0,108.0,954.0,0.1016949152542373,2.0,72.0,False
stgcn,cpr,1000100000000,42,11,0,1.0,0.0,83.0,979.0,0.07815442561205273,2.0,72.0,False
stgcn,cpr,1000100000000,42,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,72.0,False
stgcn,cpr,1000100000000,7,0,1,0.5,42.0,882.0,180.0,0.8305084745762712,2.0,72.0,True
stgcn,cpr,1000100000000,7,1,0,1.0,0.0,89.0,973.0,0.08380414312617702,2.0,72.0,True
stgcn,cpr,1000100000000,7,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,72.0,True
stgcn,cpr,1000100000000,7,3,0,1.0,0.0,177.0,885.0,0.16666666666666666,2.0,72.0,False
stgcn,cpr,1000100000000,7,4,1,0.0,22.0,919.0,143.0,0.8653483992467044,2.0,72.0,False
stgcn,cpr,1000100000000,7,5,0,1.0,8.0,161.0,901.0,0.15160075329566855,2.0,72.0,False
stgcn,cpr,1000100000000,7,6,0,0.0,0.0,148.0,914.0,0.1393596986817326,2.0,72.0,False
stgcn,cpr,1000100000000,7,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,72.0,False
stgcn,cpr,1000100000000,7,8,0,1.0,0.0,176.0,886.0,0.1657250470809793,2.0,72.0,False
stgcn,cpr,1000100000000,7,9,0,0.0,0.0,208.0,854.0,0.1958568738229755,2.0,72.0,False
stgcn,cpr,1000100000000,7,10,0,0.0,0.0,108.0,954.0,0.1016949152542373,2.0,72.0,False
stgcn,cpr,1000100000000,7,11,0,1.0,0.0,83.0,979.0,0.07815442561205273,2.0,72.0,False
stgcn,cpr,1000100000000,7,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,72.0,False
stgcn,cpr,1001000000000,123,0,1,1.0,42.0,882.0,180.0,0.8305084745762712,2.0,88.0,True
stgcn,cpr,1001000000000,123,1,0,1.0,0.0,89.0,973.0,0.08380414312617702,2.0,88.0,True
stgcn,cpr,1001000000000,123,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,88.0,True
stgcn,cpr,1001000000000,123,3,1,0.0,22.0,897.0,165.0,0.844632768361582,2.0,88.0,False
stgcn,cpr,1001000000000,123,4,0,1.0,0.0,155.0,907.0,0.14595103578154425,2.0,88.0,False
stgcn,cpr,1001000000000,123,5,0,1.0,8.0,161.0,901.0,0.15160075329566855,2.0,88.0,False
stgcn,cpr,1001000000000,123,6,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,88.0,False
stgcn,cpr,1001000000000,123,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,88.0,False
stgcn,cpr,1001000000000,123,8,0,1.0,8.0,176.0,886.0,0.1657250470809793,2.0,88.0,False
stgcn,cpr,1001000000000,123,9,0,1.0,8.0,208.0,854.0,0.1958568738229755,2.0,88.0,False
stgcn,cpr,1001000000000,123,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,88.0,False
stgcn,cpr,1001000000000,123,11,0,1.0,0.0,83.0,979.0,0.07815442561205273,2.0,88.0,False
stgcn,cpr,1001000000000,123,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,88.0,False
stgcn,cpr,1001000000000,42,0,1,0.0,42.0,882.0,180.0,0.8305084745762712,2.0,88.0,True
stgcn,cpr,1001000000000,42,1,0,1.0,0.0,89.0,973.0,0.08380414312617702,2.0,88.0,True
stgcn,cpr,1001000000000,42,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,88.0,True
stgcn,cpr,1001000000000,42,3,1,0.0,22.0,897.0,165.0,0.844632768361582,2.0,88.0,False
stgcn,cpr,1001000000000,42,4,0,1.0,0.0,155.0,907.0,0.14595103578154425,2.0,88.0,False
stgcn,cpr,1001000000000,42,5,0,1.0,8.0,161.0,901.0,0.15160075329566855,2.0,88.0,False
stgcn,cpr,1001000000000,42,6,0,0.8,0.0,148.0,914.0,0.1393596986817326,2.0,88.0,False
stgcn,cpr,1001000000000,42,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,88.0,False
stgcn,cpr,1001000000000,42,8,0,1.0,8.0,176.0,886.0,0.1657250470809793,2.0,88.0,False
stgcn,cpr,1001000000000,42,9,0,0.0,8.0,208.0,854.0,0.1958568738229755,2.0,88.0,False
stgcn,cpr,1001000000000,42,10,0,0.4,0.0,108.0,954.0,0.1016949152542373,2.0,88.0,False
stgcn,cpr,1001000000000,42,11,0,0.0,0.0,83.0,979.0,0.07815442561205273,2.0,88.0,False
stgcn,cpr,1001000000000,42,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,88.0,False
stgcn,cpr,1001000000000,7,0,1,1.0,42.0,882.0,180.0,0.8305084745762712,2.0,88.0,True
stgcn,cpr,1001000000000,7,1,0,1.0,0.0,89.0,973.0,0.08380414312617702,2.0,88.0,True
stgcn,cpr,1001000000000,7,2,0,1.0,0.0,68.0,994.0,0.064030131826742,2.0,88.0,True
stgcn,cpr,1001000000000,7,3,1,0.0,22.0,897.0,165.0,0.844632768361582,2.0,88.0,False
stgcn,cpr,1001000000000,7,4,0,1.0,0.0,155.0,907.0,0.14595103578154425,2.0,88.0,False
stgcn,cpr,1001000000000,7,5,0,1.0,8.0,161.0,901.0,0.15160075329566855,2.0,88.0,False
stgcn,cpr,1001000000000,7,6,0,1.0,0.0,148.0,914.0,0.1393596986817326,2.0,88.0,False
stgcn,cpr,1001000000000,7,7,0,1.0,0.0,165.0,897.0,0.1553672316384181,2.0,88.0,False
stgcn,cpr,1001000000000,7,8,0,1.0,8.0,176.0,886.0,0.1657250470809793,2.0,88.0,False
stgcn,cpr,1001000000000,7,9,0,0.0,8.0,208.0,854.0,0.1958568738229755,2.0,88.0,False
stgcn,cpr,1001000000000,7,10,0,1.0,0.0,108.0,954.0,0.1016949152542373,2.0,88.0,False
stgcn,cpr,1001000000000,7,11,0,1.0,0.0,83.0,979.0,0.07815442561205273,2.0,88.0,False
stgcn,cpr,1001000000000,7,12,0,1.0,0.0,100.0,962.0,0.09416195856873823,2.0,88.0,False
tcn,cpr,0000000000001,123,0,0,0.85,12.0,204.0,843.0,0.19484240687679083,1.0,105.0,True
tcn,cpr,0000000000001,123,1,0,0.95,0.0,74.0,973.0,0.07067812798471824,1.0,105.0,True
tcn,cpr,0000000000001,123,2,0,1.0,12.0,95.0,952.0,0.09073543457497613,1.0,105.0,True
tcn,cpr,0000000000001,123,3,0,1.0,5.0,152.0,895.0,0.1451766953199618,1.0,105.0,False
tcn,cpr,0000000000001,123,4,0,1.0,7.0,139.0,908.0,0.13276026743075453,1.0,105.0,False
tcn,cpr,0000000000001,123,5,0,0.65,0.0,154.0,893.0,0.14708691499522444,1.0,105.0,False
tcn,cpr,0000000000001,123,6,0,1.0,10.0,146.0,901.0,0.13944603629417382,1.0,105.0,False
tcn,cpr,0000000000001,123,7,0,1.0,5.0,165.0,882.0,0.15759312320916904,1.0,105.0,False
tcn,cpr,0000000000001,123,8,0,1.0,0.0,180.0,867.0,0.17191977077363896,1.0,105.0,False
tcn,cpr,0000000000001,123,9,0,0.05,12.0,178.0,869.0,0.17000955109837632,1.0,105.0,False
tcn,cpr,0000000000001,123,10,0,0.9,0.0,129.0,918.0,0.12320916905444126,1.0,105.0,False
tcn,cpr,0000000000001,123,11,0,0.35,0.0,87.0,960.0,0.0830945558739255,1.0,105.0,False
tcn,cpr,0000000000001,123,12,1,0.15,42.0,976.0,71.0,0.9321872015281757,1.0,105.0,False
tcn,cpr,0000000000001,42,0,0,1.0,12.0,200.0,871.0,0.18674136321195145,1.0,114.0,True
tcn,cpr,0000000000001,42,1,0,0.0,0.0,75.0,996.0,0.0700280112044818,1.0,114.0,True
tcn,cpr,0000000000001,42,2,0,1.0,12.0,93.0,978.0,0.08683473389355742,1.0,114.0,True
tcn,cpr,0000000000001,42,3,0,1.0,7.0,175.0,896.0,0.16339869281045752,1.0,114.0,False
tcn,cpr,0000000000001,42,4,0,1.0,12.0,143.0,928.0,0.13352007469654528,1.0,114.0,False
tcn,cpr,0000000000001,42,5,0,0.5,0.0,140.0,931.0,0.13071895424836602,1.0,114.0,False
tcn,cpr,0000000000001,42,6,0,1.0,10.0,146.0,925.0,0.13632119514472454,1.0,114.0,False
tcn,cpr,0000000000001,42,7,0,1.0,12.0,143.0,928.0,0.13352007469654528,1.0,114.0,False
tcn,cpr,0000000000001,42,8,0,0.0,0.0,181.0,890.0,0.16900093370681607,1.0,114.0,False
tcn,cpr,0000000000001,42,9,0,1.0,7.0,182.0,889.0,0.16993464052287582,1.0,114.0,False
