checkpoint,model,exercise,target,seed,criterion,criterion_name,target_bit,perturbation,n_test,n_mapped_joints,context_pressure,baseline_accuracy,baseline_correct_confidence,mapped_confidence_drop,random_confidence_drop,relative_evidence_sensitivity,random_drop_sd,mapped_spillover,split_offset
results/context_evidence/v2/checkpoints\tcn_squat_000001_s123.pt,tcn,squat,000001,123,3,Hips backwards (1) L,0,zero,55,8,22,0.8181818181818182,0.6033459901809692,-0.05560089275240898,-0.021311813965439796,-0.034289076924324036,0.01792077347636223,0.035852208733558655,145
results/context_evidence/v2/checkpoints\tcn_squat_000001_s123.pt,tcn,squat,000001,123,3,Hips backwards (1) L,0,temporal_mean,55,8,22,0.8181818181818182,0.6033459901809692,0.001432389602996409,0.006007504649460316,-0.004575115162879229,0.002644213614985347,0.002889069728553295,145
results/context_evidence/v2/checkpoints\tcn_squat_000001_s123.pt,tcn,squat,000001,123,4,Lower back neural (1) L,0,zero,55,6,0,0.7636363636363637,0.7177883386611938,0.042166147381067276,0.03372327610850334,0.008442871272563934,0.02357669174671173,0.025641731917858124,145
results/context_evidence/v2/checkpoints\tcn_squat_000001_s123.pt,tcn,squat,000001,123,4,Lower back neural (1) L,0,temporal_mean,55,6,0,0.7636363636363637,0.7177883386611938,0.0009191014687530696,0.0017619384452700615,-0.0008428369765169919,0.0011848189169541001,0.0019974184688180685,145
results/context_evidence/v2/checkpoints\tcn_squat_000001_s123.pt,tcn,squat,000001,123,5,Hips are lower than knees level (1 point) L,1,zero,55,6,5,0.9272727272727272,0.701511561870575,0.008355926722288132,0.015625663101673126,-0.0072697363793849945,0.006816978100687265,0.030995775014162064,145
results/context_evidence/v2/checkpoints\tcn_squat_000001_s123.pt,tcn,squat,000001,123,5,Hips are lower than knees level (1 point) L,1,temporal_mean,55,6,5,0.9272727272727272,0.701511561870575,0.0010095671750605106,0.0021795842330902815,-0.0011700170580297709,0.0010872477432712913,0.0032354637514799833,145
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,0,Feet Out 30 F,0,zero,55,10,45,0.4,0.4488889276981354,-0.07920131832361221,-0.05862490087747574,-0.020576417446136475,0.08169109374284744,0.18172988295555115,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,0,Feet Out 30 F,0,temporal_mean,55,10,45,0.4,0.4488889276981354,-0.12679198384284973,-0.027106361463665962,-0.09968562424182892,0.027412835508584976,0.07412063330411911,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,1,Whole Feet Flat On the Floor (1) L,0,zero,55,8,0,0.8545454545454545,0.6586989164352417,-0.027013704180717468,-0.014911201782524586,-0.012102502398192883,0.0182635635137558,0.027686767280101776,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,55,8,0,0.8545454545454545,0.6586989164352417,0.0040176380425691605,0.007267978973686695,-0.0032503409311175346,0.0019428259693086147,0.003438930492848158,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,2,Bend Hips and Knees Simultaniously (1) L,0,zero,55,8,7,0.34545454545454546,0.46321120858192444,-0.02374442107975483,-0.04556010290980339,0.02181568183004856,0.013606976717710495,0.025148730725049973,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,55,8,7,0.34545454545454546,0.46321120858192444,-0.0018948402721434832,-0.0016164054395630956,-0.0002784348325803876,0.000687245512381196,0.0035082248505204916,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,3,Hips backwards (1) L,0,zero,55,8,22,0.7272727272727273,0.5236924886703491,-0.015670040622353554,0.0020615914836525917,-0.01773163303732872,0.015275993384420872,0.026608502492308617,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,3,Hips backwards (1) L,0,temporal_mean,55,8,22,0.7272727272727273,0.5236924886703491,0.002163139171898365,0.004287354182451963,-0.0021242150105535984,0.001168969552963972,0.003445344278588891,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,4,Lower back neural (1) L,0,zero,55,6,0,0.8545454545454545,0.7795037627220154,0.011247306130826473,0.007127454038709402,0.004119852092117071,0.013526936061680317,0.014254606328904629,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,4,Lower back neural (1) L,0,temporal_mean,55,6,0,0.8545454545454545,0.7795037627220154,0.0013494046870619059,0.003158038482069969,-0.0018086337950080633,0.0009651229484006763,0.001791617600247264,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,5,Hips are lower than knees level (1 point) L,1,zero,55,6,5,0.9636363636363636,0.7553003430366516,0.009182848036289215,0.002606928814202547,0.006575919222086668,0.004258573055267334,0.017617888748645782,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s42.pt,tcn,squat,000001,42,5,Hips are lower than knees level (1 point) L,1,temporal_mean,55,6,5,0.9636363636363636,0.7553003430366516,0.0012580313486978412,0.00389659870415926,-0.002638567239046097,0.0011862913379445672,0.00211581913754344,226
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,0,Feet Out 30 F,0,zero,55,10,40,0.3090909090909091,0.4258134067058563,0.06569482386112213,-0.1666635125875473,0.23235833644866943,0.11192593723535538,0.13744980096817017,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,0,Feet Out 30 F,0,temporal_mean,55,10,40,0.3090909090909091,0.4258134067058563,-0.09982138872146606,-0.007026528008282185,-0.09279485791921616,0.026672804728150368,0.0567963644862175,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,1,Whole Feet Flat On the Floor (1) L,0,zero,55,8,0,0.6909090909090909,0.595052182674408,-0.04023437201976776,-0.07077407836914062,0.030539706349372864,0.020742082968354225,0.04706087335944176,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,55,8,0,0.6909090909090909,0.595052182674408,0.00012065605551470071,0.0023053463082760572,-0.002184690209105611,0.0015520780580118299,0.002032030373811722,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,2,Bend Hips and Knees Simultaniously (1) L,0,zero,55,8,7,0.6,0.5782680511474609,-0.012419281527400017,0.02714347653090954,-0.039562758058309555,0.03711409866809845,0.037589576095342636,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,55,8,7,0.6,0.5782680511474609,-0.0011537378886714578,0.0021920737344771624,-0.003345811739563942,0.0026321248151361942,0.0015867024194449186,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,3,Hips backwards (1) L,0,zero,55,8,19,0.5454545454545454,0.4889795184135437,-0.03516172617673874,-0.06051336228847504,0.025351636111736298,0.013772024773061275,0.03246230259537697,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,3,Hips backwards (1) L,0,temporal_mean,55,8,19,0.5454545454545454,0.4889795184135437,0.0007431312114931643,0.0003178893821313977,0.0004252418293617666,0.0008736486779525876,0.0016916368622332811,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,4,Lower back neural (1) L,0,zero,55,6,0,0.9272727272727272,0.9026301503181458,0.003293936839327216,0.029003160074353218,-0.02570922300219536,0.0185101255774498,0.0274349357932806,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,4,Lower back neural (1) L,0,temporal_mean,55,6,0,0.9272727272727272,0.9026301503181458,0.0001892490836326033,0.0005029910826124251,-0.0003137419989798218,0.00034298942773602903,0.0013104163808748126,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,5,Hips are lower than knees level (1 point) L,1,zero,55,6,10,0.7272727272727273,0.5656735301017761,-0.013223904184997082,-0.03512495383620262,0.021901048719882965,0.012137766927480698,0.020373526960611343,5
results/context_evidence/v2/checkpoints\tcn_squat_000001_s7.pt,tcn,squat,000001,7,5,Hips are lower than knees level (1 point) L,1,temporal_mean,55,6,10,0.7272727272727273,0.5656735301017761,-0.0003434701357036829,0.0003054737753700465,-0.0006489439401775599,0.0004450006817933172,0.0014391345903277397,5
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,0,Feet Out 30 F,0,zero,22,10,29,0.45454545454545453,0.501606822013855,0.022823907434940338,-0.18861950933933258,0.21144342422485352,0.1001744344830513,0.16128794848918915,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,0,Feet Out 30 F,0,temporal_mean,22,10,29,0.45454545454545453,0.501606822013855,-0.061472535133361816,-0.010816534049808979,-0.05065600201487541,0.0188258308917284,0.05908910557627678,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,1,Whole Feet Flat On the Floor (1) L,0,zero,22,8,10,0.5454545454545454,0.5057018399238586,-0.006503007840365171,0.03345507010817528,-0.039958078414201736,0.05260946601629257,0.03717567399144173,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,22,8,10,0.5454545454545454,0.5057018399238586,0.005558840464800596,0.01047378871589899,-0.004914948251098394,0.0027317870408296585,0.007187268231064081,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,2,Bend Hips and Knees Simultaniously (1) L,0,zero,22,8,0,0.7272727272727273,0.6002756357192993,-0.023788662627339363,0.018112869933247566,-0.04190153256058693,0.03936183080077171,0.03839858993887901,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,22,8,0,0.7272727272727273,0.6002756357192993,0.00037895821151323617,0.003168280702084303,-0.002789322519674897,0.002934069139882922,0.003860390279442072,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,3,Hips backwards (1) L,1,zero,22,8,36,0.45454545454545453,0.5297761559486389,-0.001995745813474059,-0.049259353429079056,0.04726360738277435,0.04263968765735626,0.03916987031698227,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,3,Hips backwards (1) L,1,temporal_mean,22,8,36,0.45454545454545453,0.5297761559486389,-0.005690807476639748,-0.015279769897460938,0.00958896242082119,0.004285844508558512,0.0032515369821339846,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,4,Lower back neural (1) L,0,zero,22,6,0,0.9090909090909091,0.9003790020942688,0.019535213708877563,0.0450153723359108,-0.025480158627033234,0.023285940289497375,0.029655365273356438,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,4,Lower back neural (1) L,0,temporal_mean,22,6,0,0.9090909090909091,0.9003790020942688,0.0011990611674264073,0.0023119361139833927,-0.0011128749465569854,0.001429002732038498,0.001861809054389596,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,5,Hips are lower than knees level (1 point) L,1,zero,22,6,5,0.7727272727272727,0.6093741655349731,-0.0325622633099556,-0.08170192688703537,0.04913966357707977,0.021764414384961128,0.018179845064878464,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s123.pt,tcn,squat,000101,123,5,Hips are lower than knees level (1 point) L,1,temporal_mean,22,6,5,0.7727272727272727,0.6093741655349731,-0.0031018881127238274,-0.00046351822675205767,-0.0026383697986602783,0.0017013042233884335,0.004320248495787382,164
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,0,Feet Out 30 F,0,zero,22,10,29,0.5909090909090909,0.5859395265579224,0.011032719165086746,-0.08821208775043488,0.09924480319023132,0.05030146241188049,0.1141052097082138,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,0,Feet Out 30 F,0,temporal_mean,22,10,29,0.5909090909090909,0.5859395265579224,-0.04880465567111969,-0.006252249237149954,-0.0425524078309536,0.01643512398004532,0.028860341757535934,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,1,Whole Feet Flat On the Floor (1) L,0,zero,22,8,10,0.2727272727272727,0.3117617964744568,-0.026706336066126823,0.004811697173863649,-0.031518034636974335,0.03182678297162056,0.023639921098947525,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,22,8,10,0.2727272727272727,0.3117617964744568,0.0010553733445703983,0.00552086066454649,-0.004465487319976091,0.001728873117826879,0.0021407923195511103,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,2,Bend Hips and Knees Simultaniously (1) L,0,zero,22,8,0,0.7272727272727273,0.6339074373245239,-0.01465836726129055,0.0027833161875605583,-0.017441682517528534,0.018414173275232315,0.019306594505906105,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,22,8,0,0.7272727272727273,0.6339074373245239,-0.0005062872660346329,0.002346447901800275,-0.002852735109627247,0.0012662349035963416,0.0019317921251058578,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,3,Hips backwards (1) L,1,zero,22,8,36,0.9090909090909091,0.7485714554786682,-0.00925135612487793,-0.040566153824329376,0.03131479769945145,0.022303564473986626,0.019593913108110428,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,3,Hips backwards (1) L,1,temporal_mean,22,8,36,0.9090909090909091,0.7485714554786682,0.00013116950867697597,-0.001862817443907261,0.0019939870107918978,0.0012605668744072318,0.001789305591955781,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,4,Lower back neural (1) L,0,zero,22,6,0,1.0,0.9010143876075745,-0.003288661828264594,0.011675595305860043,-0.01496425736695528,0.010763198137283325,0.020544126629829407,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,4,Lower back neural (1) L,0,temporal_mean,22,6,0,1.0,0.9010143876075745,0.0007606094586662948,0.0016393191181123257,-0.0008787096594460309,0.0006143465870991349,0.0013875521253794432,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,5,Hips are lower than knees level (1 point) L,1,zero,22,6,5,0.7727272727272727,0.5931174755096436,-0.012794426642358303,-0.04477497562766075,0.031980548053979874,0.015088505111634731,0.012788253836333752,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s42.pt,tcn,squat,000101,42,5,Hips are lower than knees level (1 point) L,1,temporal_mean,22,6,5,0.7727272727272727,0.5931174755096436,0.0002551552897784859,0.004884820897132158,-0.004629665520042181,0.0011633757967501879,0.0013449840480461717,245
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,0,Feet Out 30 F,0,zero,22,10,28,0.7727272727272727,0.7287989258766174,0.15349198877811432,-0.11117158085107803,0.26466357707977295,0.09927282482385635,0.12068457156419754,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,0,Feet Out 30 F,0,temporal_mean,22,10,28,0.7727272727272727,0.7287989258766174,-0.06066511943936348,-0.008625802583992481,-0.05203931778669357,0.01906341314315796,0.06532683223485947,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,1,Whole Feet Flat On the Floor (1) L,0,zero,22,8,10,0.5,0.5062519311904907,0.007580827455967665,0.020176075398921967,-0.012595247477293015,0.04036590829491615,0.05640215426683426,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,22,8,10,0.5,0.5062519311904907,-0.004098978824913502,0.00047682973672635853,-0.00457580853253603,0.0014622241724282503,0.006330092437565327,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,2,Bend Hips and Knees Simultaniously (1) L,0,zero,22,8,0,0.8636363636363636,0.8411874771118164,-0.04487081989645958,-0.07791239768266678,0.0330415777862072,0.01312287524342537,0.033788878470659256,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,22,8,0,0.8636363636363636,0.8411874771118164,0.0027483918238431215,0.009364536963403225,-0.006616145372390747,0.0030437821988016367,0.0026274370029568672,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,3,Hips backwards (1) L,1,zero,22,8,48,0.45454545454545453,0.508243978023529,-0.040918152779340744,-0.12930244207382202,0.08838428556919098,0.04024278745055199,0.03457115590572357,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,3,Hips backwards (1) L,1,temporal_mean,22,8,48,0.45454545454545453,0.508243978023529,0.00013080061762593687,0.001960951602086425,-0.0018301509553566575,0.002614022931084037,0.003017859300598502,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,4,Lower back neural (1) L,0,zero,22,6,0,1.0,0.9434597492218018,-0.00024186480732169002,0.037611499428749084,-0.037853363901376724,0.03355078771710396,0.03360839933156967,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,4,Lower back neural (1) L,0,temporal_mean,22,6,0,1.0,0.9434597492218018,0.0015236031031236053,0.0004454995214473456,0.0010781035525724292,0.0007435374427586794,0.002504789736121893,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,5,Hips are lower than knees level (1 point) L,1,zero,22,6,5,0.5,0.5363244414329529,-0.01249444205313921,-0.08395852148532867,0.07146407663822174,0.032004959881305695,0.014340461231768131,11
results/context_evidence/v2/checkpoints\tcn_squat_000101_s7.pt,tcn,squat,000101,7,5,Hips are lower than knees level (1 point) L,1,temporal_mean,22,6,5,0.5,0.5363244414329529,-0.0010294447420164943,0.0013554655015468597,-0.002384910359978676,0.002014654455706477,0.0028178708162158728,11
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,0,Feet Out 30 F,0,zero,15,10,1,0.26666666666666666,0.45157143473625183,0.2940666079521179,-0.2741554081439972,0.5682220458984375,0.1878858208656311,0.23586700856685638,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,0,Feet Out 30 F,0,temporal_mean,15,10,1,0.26666666666666666,0.45157143473625183,-0.042269039899110794,0.10110913962125778,-0.14337818324565887,0.028738386929035187,0.04045853763818741,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,1,Whole Feet Flat On the Floor (1) L,1,zero,15,8,18,0.3333333333333333,0.3590562641620636,-0.018831754103302956,-0.0251359473913908,0.006304193288087845,0.03332715854048729,0.07565082609653473,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,1,Whole Feet Flat On the Floor (1) L,1,temporal_mean,15,8,18,0.3333333333333333,0.3590562641620636,-0.005552832502871752,-0.002414852846413851,-0.003137979656457901,0.0010826512007042766,0.01902664266526699,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,2,Bend Hips and Knees Simultaniously (1) L,0,zero,15,8,3,1.0,0.9046363234519958,-0.005023101810365915,0.02993193082511425,-0.03495503216981888,0.01893923431634903,0.07434865832328796,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,15,8,3,1.0,0.9046363234519958,-0.0131854098290205,0.00043687899596989155,-0.013622288592159748,0.006181653589010239,0.011055759154260159,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,3,Hips backwards (1) L,1,zero,15,8,0,0.7333333333333333,0.6765581369400024,-0.10351653397083282,-0.13804171979427338,0.03452518582344055,0.024523792788386345,0.05127353221178055,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,3,Hips backwards (1) L,1,temporal_mean,15,8,0,0.7333333333333333,0.6765581369400024,-0.01963011734187603,-0.011068264953792095,-0.008561852388083935,0.0066308253444731236,0.0097446758300066,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,4,Lower back neural (1) L,0,zero,15,6,0,1.0,0.9565584063529968,0.006027507595717907,0.04822436347603798,-0.0421968549489975,0.01991346664726734,0.04835132136940956,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,4,Lower back neural (1) L,0,temporal_mean,15,6,0,1.0,0.9565584063529968,0.0021000185515731573,0.005034280009567738,-0.0029342614579945803,0.0012150825932621956,0.007570694200694561,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,5,Hips are lower than knees level (1 point) L,1,zero,15,6,10,0.7333333333333333,0.5999300479888916,-0.04433654621243477,-0.05426575616002083,0.00992920994758606,0.02577868290245533,0.041422389447689056,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s123.pt,tcn,squat,010101,123,5,Hips are lower than knees level (1 point) L,1,temporal_mean,15,6,10,0.7333333333333333,0.5999300479888916,0.009627175517380238,0.006251422222703695,0.0033757532946765423,0.0026844986714422703,0.01122195739299059,66
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,0,Feet Out 30 F,0,zero,15,10,2,0.6,0.6072794795036316,0.036257945001125336,-0.0422990620136261,0.07855700701475143,0.22775661945343018,0.23223134875297546,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,0,Feet Out 30 F,0,temporal_mean,15,10,2,0.6,0.6072794795036316,0.06587633490562439,-0.0306156687438488,0.09649200737476349,0.039250727742910385,0.04706697538495064,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,1,Whole Feet Flat On the Floor (1) L,1,zero,15,8,18,0.13333333333333333,0.207657128572464,-0.04955355077981949,-0.03351866081357002,-0.016034889966249466,0.03423681855201721,0.10815030336380005,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,1,Whole Feet Flat On the Floor (1) L,1,temporal_mean,15,8,18,0.13333333333333333,0.207657128572464,-0.005044236779212952,0.010157467797398567,-0.015201704576611519,0.004452401772141457,0.018558096140623093,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,2,Bend Hips and Knees Simultaniously (1) L,0,zero,15,8,8,1.0,0.9974365234375,0.00012211402645334601,0.0008003242546692491,-0.000678210228215903,0.0009766119765117764,0.05741283297538757,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,15,8,8,1.0,0.9974365234375,-0.00012986660294700414,-9.459177817916498e-05,-3.5274824767839164e-05,0.00018873873341362923,0.01172291673719883,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,3,Hips backwards (1) L,1,zero,15,8,0,0.4666666666666667,0.44697698950767517,-0.006003433372825384,0.17504526674747467,-0.1810487061738968,0.06480102986097336,0.04510331153869629,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,3,Hips backwards (1) L,1,temporal_mean,15,8,0,0.4666666666666667,0.44697698950767517,-0.002373486291617155,-0.020764518529176712,0.01839103177189827,0.00838443823158741,0.00879852008074522,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,4,Lower back neural (1) L,0,zero,15,6,0,0.5333333333333333,0.5267246961593628,-0.006280950736254454,0.14585457742214203,-0.15213552117347717,0.05945354700088501,0.02757442556321621,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,4,Lower back neural (1) L,0,temporal_mean,15,6,0,0.5333333333333333,0.5267246961593628,-0.003921485040336847,0.0024202330969274044,-0.006341718137264252,0.005123157519847155,0.006937035825103521,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,5,Hips are lower than knees level (1 point) L,1,zero,15,6,0,0.3333333333333333,0.4088950455188751,-0.04827763885259628,0.07241100072860718,-0.12068863958120346,0.03814055398106575,0.038502734154462814,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s42.pt,tcn,squat,010101,42,5,Hips are lower than knees level (1 point) L,1,temporal_mean,15,6,0,0.3333333333333333,0.4088950455188751,-0.0021520256996154785,-0.006074707023799419,0.003922681324183941,0.006039130967110395,0.00823746807873249,15
results/context_evidence/v2/checkpoints\tcn_squat_010101_s7.pt,tcn,squat,010101,7,0,Feet Out 30 F,0,zero,15,10,2,0.7333333333333333,0.5709689855575562,0.010235877707600594,0.006479670759290457,0.003756206948310137,0.027085786685347557,0.17502997815608978,12
results/context_evidence/v2/checkpoints\tcn_squat_010101_s7.pt,tcn,squat,010101,7,0,Feet Out 30 F,0,temporal_mean,15,10,2,0.7333333333333333,0.5709689855575562,-0.0034666697029024363,0.014726475812494755,-0.018193146213889122,0.006036305334419012,0.009901829995214939,12
results/context_evidence/v2/checkpoints\tcn_squat_010101_s7.pt,tcn,squat,010101,7,1,Whole Feet Flat On the Floor (1) L,1,zero,15,8,10,0.8666666666666667,0.6576136350631714,-0.015185614116489887,-0.01223720796406269,-0.0029484061524271965,0.0173669271171093,0.01141438540071249,12
results/context_evidence/v2/checkpoints\tcn_squat_010101_s7.pt,tcn,squat,010101,7,1,Whole Feet Flat On the Floor (1) L,1,temporal_mean,15,8,10,0.8666666666666667,0.6576136350631714,-0.003726996947079897,-0.0009261996601708233,-0.0028007973451167345,0.0014516939409077168,0.0029752980917692184,12
results/context_evidence/v2/checkpoints\tcn_squat_010101_s7.pt,tcn,squat,010101,7,2,Bend Hips and Knees Simultaniously (1) L,0,zero,15,8,5,0.7333333333333333,0.5363595485687256,-0.026008760556578636,-0.014103764668107033,-0.011904995888471603,0.013305986300110817,0.013398119248449802,12
results/context_evidence/v2/checkpoints\tcn_squat_010101_s7.pt,tcn,squat,010101,7,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,15,8,5,0.7333333333333333,0.5363595485687256,-0.0012604236835613847,-0.0016876767622306943,0.0004272530786693096,0.0009839734993875027,0.0024624522775411606,12
results/context_evidence/v2/checkpoints\tcn_squat_010101_s7.pt,tcn,squat,010101,7,3,Hips backwards (1) L,1,zero,15,8,0,0.9333333333333333,0.7309092283248901,0.009049203246831894,-0.012412144802510738,0.021461348980665207,0.012512000277638435,0.015901893377304077,12
