model,exercise,target,condition,metric,value
ssm,cpr,0001000001000,seen,macro_f1,0.12820512820512822
ssm,cpr,0001000001000,seen,micro_f1,0.62548945307566
ssm,cpr,0001000001000,unseen,bit_accuracy,0.841025641025641
ssm,cpr,0001000001000,unseen,exact_match,0.0
ssm,cpr,0001000001000,unseen,macro_f1,0.11111111111111112
ssm,cpr,0001000001000,unseen,micro_f1,0.5866114561766735
ssm,cpr,0001000010000,seen,bit_accuracy,0.8846153846153846
ssm,cpr,0001000010000,seen,exact_match,0.06666666666666667
ssm,cpr,0001000010000,seen,macro_f1,0.12535612535612536
ssm,cpr,0001000010000,seen,micro_f1,0.6714285714285714
ssm,cpr,0001000010000,unseen,bit_accuracy,0.8666666666666667
ssm,cpr,0001000010000,unseen,exact_match,0.13333333333333333
ssm,cpr,0001000010000,unseen,macro_f1,0.11721611721611723
ssm,cpr,0001000010000,unseen,micro_f1,0.635357624831309
ssm,cpr,0001000100000,seen,bit_accuracy,0.8897435897435898
ssm,cpr,0001000100000,seen,exact_match,0.26666666666666666
ssm,cpr,0001000100000,seen,macro_f1,0.10826210826210825
ssm,cpr,0001000100000,seen,micro_f1,0.6442265795206972
ssm,cpr,0001000100000,unseen,bit_accuracy,0.8923076923076924
ssm,cpr,0001000100000,unseen,exact_match,0.16666666666666666
ssm,cpr,0001000100000,unseen,macro_f1,0.08547008547008546
ssm,cpr,0001000100000,unseen,micro_f1,0.5972222222222222
ssm,cpr,0001001000000,seen,bit_accuracy,0.9692307692307693
ssm,cpr,0001001000000,seen,exact_match,0.7666666666666666
ssm,cpr,0001001000000,seen,macro_f1,0.1452991452991453
ssm,cpr,0001001000000,seen,micro_f1,0.9007936507936508
ssm,cpr,0001001000000,unseen,bit_accuracy,0.8871794871794871
ssm,cpr,0001001000000,unseen,exact_match,0.20000000000000004
ssm,cpr,0001001000000,unseen,macro_f1,0.10012210012210011
ssm,cpr,0001001000000,unseen,micro_f1,0.6287878787878788
ssm,cpr,0001010000000,seen,bit_accuracy,0.8256410256410257
ssm,cpr,0001010000000,seen,exact_match,0.0
ssm,cpr,0001010000000,seen,macro_f1,0.08872608872608873
ssm,cpr,0001010000000,seen,micro_f1,0.4897248345524208
ssm,cpr,0001010000000,unseen,bit_accuracy,0.7846153846153846
ssm,cpr,0001010000000,unseen,exact_match,0.0
ssm,cpr,0001010000000,unseen,macro_f1,0.05952380952380953
ssm,cpr,0001010000000,unseen,micro_f1,0.3299008390541571
ssm,cpr,0001100000000,seen,bit_accuracy,0.8794871794871795
ssm,cpr,0001100000000,seen,exact_match,0.3333333333333333
ssm,cpr,0001100000000,seen,macro_f1,0.1168091168091168
ssm,cpr,0001100000000,seen,micro_f1,0.6574074074074074
ssm,cpr,0001100000000,unseen,bit_accuracy,0.8358974358974359
ssm,cpr,0001100000000,unseen,exact_match,0.0
ssm,cpr,0001100000000,unseen,macro_f1,0.06196581196581197
ssm,cpr,0001100000000,unseen,micro_f1,0.391812865497076
ssm,cpr,0010000000000,seen,bit_accuracy,0.944871794871795
ssm,cpr,0010000000000,seen,exact_match,0.3333333333333333
ssm,cpr,0010000000000,seen,macro_f1,0.06771860618014464
ssm,cpr,0010000000000,seen,micro_f1,0.6823652537938253
ssm,cpr,0010000000000,unseen,bit_accuracy,0.8692307692307693
ssm,cpr,0010000000000,unseen,exact_match,0.18333333333333335
ssm,cpr,0010000000000,unseen,macro_f1,0.061002178649237467
ssm,cpr,0010000000000,unseen,micro_f1,0.45792221962434726
ssm,cpr,0010000000001,seen,bit_accuracy,0.8974358974358975
ssm,cpr,0010000000001,seen,exact_match,0.3333333333333333
ssm,cpr,0010000000001,seen,macro_f1,0.12820512820512822
ssm,cpr,0010000000001,seen,micro_f1,0.7222222222222222
ssm,cpr,0010000000001,unseen,bit_accuracy,0.7999999999999999
ssm,cpr,0010000000001,unseen,exact_match,0.0
ssm,cpr,0010000000001,unseen,macro_f1,0.07692307692307693
ssm,cpr,0010000000001,unseen,micro_f1,0.43888888888888894
ssm,cpr,0010000000100,seen,bit_accuracy,0.8384615384615385
ssm,cpr,0010000000100,seen,exact_match,0.0
ssm,cpr,0010000000100,seen,macro_f1,0.11721611721611723
ssm,cpr,0010000000100,seen,micro_f1,0.5746934225195095
ssm,cpr,0010000000100,unseen,bit_accuracy,0.7487179487179487
ssm,cpr,0010000000100,unseen,exact_match,0.0
ssm,cpr,0010000000100,unseen,macro_f1,0.07692307692307693
ssm,cpr,0010000000100,unseen,micro_f1,0.38888888888888884
ssm,cpr,0010000001000,seen,bit_accuracy,0.8128205128205129
ssm,cpr,0010000001000,seen,exact_match,0.0
ssm,cpr,0010000001000,seen,macro_f1,0.09157509157509158
ssm,cpr,0010000001000,seen,micro_f1,0.4843800322061192
ssm,cpr,0010000001000,unseen,bit_accuracy,0.7653846153846153
ssm,cpr,0010000001000,unseen,exact_match,0.0
ssm,cpr,0010000001000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0010000001000,unseen,micro_f1,0.39858906525573196
ssm,cpr,0010000010000,seen,bit_accuracy,0.8333333333333334
ssm,cpr,0010000010000,seen,exact_match,0.20000000000000004
ssm,cpr,0010000010000,seen,macro_f1,0.12006512006512006
ssm,cpr,0010000010000,seen,micro_f1,0.6042476042476043
ssm,cpr,0010000010000,unseen,bit_accuracy,0.8051282051282053
ssm,cpr,0010000010000,unseen,exact_match,0.13333333333333333
ssm,cpr,0010000010000,unseen,macro_f1,0.10185185185185186
ssm,cpr,0010000010000,unseen,micro_f1,0.49206349206349204
ssm,cpr,0010000100000,seen,bit_accuracy,0.923076923076923
ssm,cpr,0010000100000,seen,exact_match,0.3
ssm,cpr,0010000100000,seen,macro_f1,0.14102564102564102
ssm,cpr,0010000100000,seen,micro_f1,0.7746031746031745
ssm,cpr,0010000100000,unseen,bit_accuracy,0.8205128205128206
ssm,cpr,0010000100000,unseen,exact_match,0.0
ssm,cpr,0010000100000,unseen,macro_f1,0.1047008547008547
ssm,cpr,0010000100000,unseen,micro_f1,0.5146464646464647
ssm,cpr,0010001000000,seen,bit_accuracy,0.9435897435897437
ssm,cpr,0010001000000,seen,exact_match,0.3333333333333333
ssm,cpr,0010001000000,seen,macro_f1,0.12820512820512822
ssm,cpr,0010001000000,seen,micro_f1,0.8063492063492063
ssm,cpr,0010001000000,unseen,bit_accuracy,0.817948717948718
ssm,cpr,0010001000000,unseen,exact_match,0.0
ssm,cpr,0010001000000,unseen,macro_f1,0.0762108262108262
ssm,cpr,0010001000000,unseen,micro_f1,0.3952380952380952
ssm,cpr,0010010000000,seen,bit_accuracy,0.8487179487179487
ssm,cpr,0010010000000,seen,exact_match,0.06666666666666667
ssm,cpr,0010010000000,seen,macro_f1,0.10866910866910867
ssm,cpr,0010010000000,seen,micro_f1,0.5521885521885522
ssm,cpr,0010010000000,unseen,bit_accuracy,0.7974358974358974
ssm,cpr,0010010000000,unseen,exact_match,0.0
ssm,cpr,0010010000000,unseen,macro_f1,0.08547008547008546
ssm,cpr,0010010000000,unseen,micro_f1,0.4393939393939394
ssm,cpr,0100000000000,seen,bit_accuracy,0.8423076923076923
ssm,cpr,0100000000000,seen,exact_match,0.049999999999999996
ssm,cpr,0100000000000,seen,macro_f1,0.03300913645741232
ssm,cpr,0100000000000,seen,micro_f1,0.25396825396825395
ssm,cpr,0100000000000,unseen,bit_accuracy,0.7961538461538461
ssm,cpr,0100000000000,unseen,exact_match,0.016666666666666666
ssm,cpr,0100000000000,unseen,macro_f1,0.0126984126984127
ssm,cpr,0100000000000,unseen,micro_f1,0.09640522875816993
ssm,cpr,0100000000010,seen,bit_accuracy,0.7923076923076923
ssm,cpr,0100000000010,seen,exact_match,0.0
ssm,cpr,0100000000010,seen,macro_f1,0.10225885225885227
ssm,cpr,0100000000010,seen,micro_f1,0.4523809523809524
ssm,cpr,0100000000010,unseen,bit_accuracy,0.7769230769230769
ssm,cpr,0100000000010,unseen,exact_match,0.06666666666666667
ssm,cpr,0100000000010,unseen,macro_f1,0.0811965811965812
ssm,cpr,0100000000010,unseen,micro_f1,0.3743639291465379
ssm,cpr,0100000000100,seen,bit_accuracy,0.8358974358974359
ssm,cpr,0100000000100,seen,exact_match,0.0
ssm,cpr,0100000000100,seen,macro_f1,0.13644688644688643
ssm,cpr,0100000000100,seen,micro_f1,0.6150258204231217
ssm,cpr,0100000000100,unseen,bit_accuracy,0.8076923076923078
ssm,cpr,0100000000100,unseen,exact_match,0.0
ssm,cpr,0100000000100,unseen,macro_f1,0.10337810337810338
ssm,cpr,0100000000100,unseen,micro_f1,0.49074074074074076
ssm,cpr,0100000001000,seen,bit_accuracy,0.7615384615384615
ssm,cpr,0100000001000,seen,exact_match,0.0
ssm,cpr,0100000001000,seen,macro_f1,0.07407407407407407
ssm,cpr,0100000001000,seen,micro_f1,0.39151515151515154
ssm,cpr,0100000001000,unseen,bit_accuracy,0.7076923076923077
ssm,cpr,0100000001000,unseen,exact_match,0.0
ssm,cpr,0100000001000,unseen,macro_f1,0.05128205128205129
ssm,cpr,0100000001000,unseen,micro_f1,0.25793650793650796
ssm,cpr,0100000010000,seen,bit_accuracy,0.841025641025641
ssm,cpr,0100000010000,seen,exact_match,0.0
ssm,cpr,0100000010000,seen,macro_f1,0.09157509157509158
ssm,cpr,0100000010000,seen,micro_f1,0.5246913580246914
ssm,cpr,0100000010000,unseen,bit_accuracy,0.8282051282051283
ssm,cpr,0100000010000,unseen,exact_match,0.0
ssm,cpr,0100000010000,unseen,macro_f1,0.09971509971509972
ssm,cpr,0100000010000,unseen,micro_f1,0.48872785829307563
ssm,cpr,0100000100000,seen,bit_accuracy,0.9025641025641026
ssm,cpr,0100000100000,seen,exact_match,0.3333333333333333
ssm,cpr,0100000100000,seen,macro_f1,0.10256410256410257
ssm,cpr,0100000100000,seen,micro_f1,0.6944444444444445
ssm,cpr,0100000100000,unseen,bit_accuracy,0.7897435897435897
ssm,cpr,0100000100000,unseen,exact_match,0.0
ssm,cpr,0100000100000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0100000100000,unseen,micro_f1,0.4331243469174504
ssm,cpr,0100001000000,seen,bit_accuracy,0.817948717948718
ssm,cpr,0100001000000,seen,exact_match,0.0
ssm,cpr,0100001000000,seen,macro_f1,0.1108058608058608
ssm,cpr,0100001000000,seen,micro_f1,0.5323123710220484
ssm,cpr,0100001000000,unseen,bit_accuracy,0.8282051282051283
ssm,cpr,0100001000000,unseen,exact_match,0.0
ssm,cpr,0100001000000,unseen,macro_f1,0.07692307692307693
ssm,cpr,0100001000000,unseen,micro_f1,0.48534798534798534
ssm,cpr,0100010000000,seen,bit_accuracy,0.9487179487179488
ssm,cpr,0100010000000,seen,exact_match,0.4666666666666666
ssm,cpr,0100010000000,seen,macro_f1,0.15384615384615385
ssm,cpr,0100010000000,seen,micro_f1,0.8666666666666667
ssm,cpr,0100010000000,unseen,bit_accuracy,0.8794871794871795
ssm,cpr,0100010000000,unseen,exact_match,0.0
ssm,cpr,0100010000000,unseen,macro_f1,0.11894586894586895
ssm,cpr,0100010000000,unseen,micro_f1,0.6438095238095238
ssm,cpr,1000000000000,seen,bit_accuracy,0.8756410256410256
ssm,cpr,1000000000000,seen,exact_match,0.06666666666666667
ssm,cpr,1000000000000,seen,macro_f1,0.015915119363395226
ssm,cpr,1000000000000,seen,micro_f1,0.12244897959183675
ssm,cpr,1000000000000,unseen,bit_accuracy,0.8525641025641025
ssm,cpr,1000000000000,unseen,exact_match,0.0
ssm,cpr,1000000000000,unseen,macro_f1,0.0
ssm,cpr,1000000000000,unseen,micro_f1,0.0
ssm,cpr,1000000000001,seen,bit_accuracy,0.7794871794871795
ssm,cpr,1000000000001,seen,exact_match,0.0
ssm,cpr,1000000000001,seen,macro_f1,0.07905982905982906
ssm,cpr,1000000000001,seen,micro_f1,0.40165631469979296
ssm,cpr,1000000000001,unseen,bit_accuracy,0.7769230769230769
ssm,cpr,1000000000001,unseen,exact_match,0.0
ssm,cpr,1000000000001,unseen,macro_f1,0.057387057387057384
ssm,cpr,1000000000001,unseen,micro_f1,0.28323586744639373
ssm,cpr,1000000000010,seen,bit_accuracy,0.8358974358974359
ssm,cpr,1000000000010,seen,exact_match,0.0
ssm,cpr,1000000000010,seen,macro_f1,0.10256410256410257
ssm,cpr,1000000000010,seen,micro_f1,0.5326432022084195
ssm,cpr,1000000000010,unseen,bit_accuracy,0.7717948717948717
ssm,cpr,1000000000010,unseen,exact_match,0.0
ssm,cpr,1000000000010,unseen,macro_f1,0.06593406593406594
ssm,cpr,1000000000010,unseen,micro_f1,0.343019943019943
ssm,cpr,1000000000100,seen,bit_accuracy,0.8256410256410257
ssm,cpr,1000000000100,seen,exact_match,0.0
ssm,cpr,1000000000100,seen,macro_f1,0.08760683760683761
ssm,cpr,1000000000100,seen,micro_f1,0.47308488612836436
ssm,cpr,1000000000100,unseen,bit_accuracy,0.8025641025641025
ssm,cpr,1000000000100,unseen,exact_match,0.0
ssm,cpr,1000000000100,unseen,macro_f1,0.07407407407407407
ssm,cpr,1000000000100,unseen,micro_f1,0.4299840510366826
ssm,cpr,1000000001000,seen,bit_accuracy,0.7717948717948717
ssm,cpr,1000000001000,seen,exact_match,0.0
ssm,cpr,1000000001000,seen,macro_f1,0.07417582417582418
ssm,cpr,1000000001000,seen,micro_f1,0.32769726247987113
ssm,cpr,1000000001000,unseen,bit_accuracy,0.7666666666666666
ssm,cpr,1000000001000,unseen,exact_match,0.0
ssm,cpr,1000000001000,unseen,macro_f1,0.06807081807081806
ssm,cpr,1000000001000,unseen,micro_f1,0.32666666666666666
ssm,cpr,1000000010000,seen,bit_accuracy,0.8692307692307693
ssm,cpr,1000000010000,seen,exact_match,0.06666666666666667
ssm,cpr,1000000010000,seen,macro_f1,0.09971509971509972
ssm,cpr,1000000010000,seen,micro_f1,0.5963140173666489
ssm,cpr,1000000010000,unseen,bit_accuracy,0.8487179487179487
ssm,cpr,1000000010000,unseen,exact_match,0.06666666666666667
ssm,cpr,1000000010000,unseen,macro_f1,0.09157509157509158
ssm,cpr,1000000010000,unseen,micro_f1,0.5629045876723895
ssm,cpr,1000000100000,seen,bit_accuracy,0.8897435897435898
ssm,cpr,1000000100000,seen,exact_match,0.06666666666666667
ssm,cpr,1000000100000,seen,macro_f1,0.10256410256410257
ssm,cpr,1000000100000,seen,micro_f1,0.6325814536340851
ssm,cpr,1000000100000,unseen,bit_accuracy,0.8358974358974359
ssm,cpr,1000000100000,unseen,exact_match,0.0
ssm,cpr,1000000100000,unseen,macro_f1,0.07692307692307693
ssm,cpr,1000000100000,unseen,micro_f1,0.48484848484848486
ssm,cpr,1000001000000,seen,bit_accuracy,0.9333333333333335
ssm,cpr,1000001000000,seen,exact_match,0.26666666666666666
ssm,cpr,1000001000000,seen,macro_f1,0.09971509971509972
ssm,cpr,1000001000000,seen,micro_f1,0.7340901272789817
ssm,cpr,1000001000000,unseen,bit_accuracy,0.8769230769230769
ssm,cpr,1000001000000,unseen,exact_match,0.0
ssm,cpr,1000001000000,unseen,macro_f1,0.08547008547008546
ssm,cpr,1000001000000,unseen,micro_f1,0.5793650793650794
ssm,cpr,1000010000000,seen,bit_accuracy,0.7589743589743589
ssm,cpr,1000010000000,seen,exact_match,0.0
ssm,cpr,1000010000000,seen,macro_f1,0.10866910866910867
ssm,cpr,1000010000000,seen,micro_f1,0.45543672014260245
ssm,cpr,1000010000000,unseen,bit_accuracy,0.8205128205128206
ssm,cpr,1000010000000,unseen,exact_match,0.0
ssm,cpr,1000010000000,unseen,macro_f1,0.11111111111111112
ssm,cpr,1000010000000,unseen,micro_f1,0.5373737373737374
ssm,cpr,1000100000000,seen,bit_accuracy,0.9487179487179488
ssm,cpr,1000100000000,seen,exact_match,0.3333333333333333
ssm,cpr,1000100000000,seen,macro_f1,0.12820512820512822
ssm,cpr,1000100000000,seen,micro_f1,0.8222222222222223
ssm,cpr,1000100000000,unseen,bit_accuracy,0.9179487179487179
ssm,cpr,1000100000000,unseen,exact_match,0.43333333333333335
ssm,cpr,1000100000000,unseen,macro_f1,0.12535612535612536
ssm,cpr,1000100000000,unseen,micro_f1,0.7491228070175439
ssm,cpr,1001000000000,seen,bit_accuracy,0.9102564102564102
ssm,cpr,1001000000000,seen,exact_match,0.3333333333333333
ssm,cpr,1001000000000,seen,macro_f1,0.10256410256410257
ssm,cpr,1001000000000,seen,micro_f1,0.7037037037037037
ssm,cpr,1001000000000,unseen,bit_accuracy,0.9205128205128205
ssm,cpr,1001000000000,unseen,exact_match,0.4666666666666666
ssm,cpr,1001000000000,unseen,macro_f1,0.12250712250712249
ssm,cpr,1001000000000,unseen,micro_f1,0.7639376218323587
stgcn,cpr,0000000000001,seen,bit_accuracy,0.7000000000000001
stgcn,cpr,0000000000001,seen,exact_match,0.0
stgcn,cpr,0000000000001,seen,macro_f1,0.0
stgcn,cpr,0000000000001,seen,micro_f1,0.0
stgcn,cpr,0000000000001,unseen,bit_accuracy,0.6987179487179488
stgcn,cpr,0000000000001,unseen,exact_match,0.0
stgcn,cpr,0000000000001,unseen,macro_f1,0.0
stgcn,cpr,0000000000001,unseen,micro_f1,0.0
stgcn,cpr,0000000000010,seen,bit_accuracy,0.8346153846153846
stgcn,cpr,0000000000010,seen,exact_match,0.0
stgcn,cpr,0000000000010,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000000000010,seen,micro_f1,0.5102880658436214
stgcn,cpr,0000000000010,unseen,bit_accuracy,0.7576923076923077
stgcn,cpr,0000000000010,unseen,exact_match,0.0
stgcn,cpr,0000000000010,unseen,macro_f1,0.040293040293040296
stgcn,cpr,0000000000010,unseen,micro_f1,0.2479423868312757
stgcn,cpr,0000000000100,seen,bit_accuracy,0.6717948717948717
stgcn,cpr,0000000000100,seen,exact_match,0.0
stgcn,cpr,0000000000100,seen,macro_f1,0.02197802197802198
stgcn,cpr,0000000000100,seen,micro_f1,0.10416666666666667
stgcn,cpr,0000000000100,unseen,bit_accuracy,0.7628205128205128
stgcn,cpr,0000000000100,unseen,exact_match,0.0
stgcn,cpr,0000000000100,unseen,macro_f1,0.010256410256410256
stgcn,cpr,0000000000100,unseen,micro_f1,0.050505050505050504
stgcn,cpr,0000000001000,seen,bit_accuracy,0.8628205128205129
stgcn,cpr,0000000001000,seen,exact_match,0.0
stgcn,cpr,0000000001000,seen,macro_f1,0.025641025641025644
stgcn,cpr,0000000001000,seen,micro_f1,0.2222222222222222
stgcn,cpr,0000000001000,unseen,bit_accuracy,0.8294871794871795
stgcn,cpr,0000000001000,unseen,exact_match,0.0
stgcn,cpr,0000000001000,unseen,macro_f1,0.0
stgcn,cpr,0000000001000,unseen,micro_f1,0.0
stgcn,cpr,0000000001001,seen,bit_accuracy,0.5897435897435898
stgcn,cpr,0000000001001,seen,exact_match,0.0
stgcn,cpr,0000000001001,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000000001001,seen,micro_f1,0.28160919540229884
stgcn,cpr,0000000001001,unseen,bit_accuracy,0.558974358974359
stgcn,cpr,0000000001001,unseen,exact_match,0.0
stgcn,cpr,0000000001001,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000001001,unseen,micro_f1,0.26648599819331525
stgcn,cpr,0000000001010,seen,bit_accuracy,0.8205128205128206
stgcn,cpr,0000000001010,seen,exact_match,0.0
stgcn,cpr,0000000001010,seen,macro_f1,0.12820512820512822
stgcn,cpr,0000000001010,seen,micro_f1,0.583774250440917
stgcn,cpr,0000000001010,unseen,bit_accuracy,0.7589743589743589
stgcn,cpr,0000000001010,unseen,exact_match,0.13333333333333333
stgcn,cpr,0000000001010,unseen,macro_f1,0.12820512820512822
stgcn,cpr,0000000001010,unseen,micro_f1,0.544973544973545
stgcn,cpr,0000000001100,seen,bit_accuracy,0.717948717948718
stgcn,cpr,0000000001100,seen,exact_match,0.0
stgcn,cpr,0000000001100,seen,macro_f1,0.13146113146113145
stgcn,cpr,0000000001100,seen,micro_f1,0.46336996336996333
stgcn,cpr,0000000001100,unseen,bit_accuracy,0.6923076923076924
stgcn,cpr,0000000001100,unseen,exact_match,0.0
stgcn,cpr,0000000001100,unseen,macro_f1,0.1047008547008547
stgcn,cpr,0000000001100,unseen,micro_f1,0.3893405600722674
stgcn,cpr,0000000010000,seen,bit_accuracy,0.7679487179487179
stgcn,cpr,0000000010000,seen,exact_match,0.0
stgcn,cpr,0000000010000,seen,macro_f1,0.0
stgcn,cpr,0000000010000,seen,micro_f1,0.0
stgcn,cpr,0000000010000,unseen,bit_accuracy,0.7192307692307692
stgcn,cpr,0000000010000,unseen,exact_match,0.0
stgcn,cpr,0000000010000,unseen,macro_f1,0.0
stgcn,cpr,0000000010000,unseen,micro_f1,0.0
stgcn,cpr,0000000010100,seen,bit_accuracy,0.6102564102564103
stgcn,cpr,0000000010100,seen,exact_match,0.0
stgcn,cpr,0000000010100,seen,macro_f1,0.025641025641025644
stgcn,cpr,0000000010100,seen,micro_f1,0.1111111111111111
stgcn,cpr,0000000010100,unseen,bit_accuracy,0.6153846153846154
stgcn,cpr,0000000010100,unseen,exact_match,0.0
stgcn,cpr,0000000010100,unseen,macro_f1,0.025641025641025644
stgcn,cpr,0000000010100,unseen,micro_f1,0.1111111111111111
stgcn,cpr,0000000011000,seen,bit_accuracy,0.7333333333333334
stgcn,cpr,0000000011000,seen,exact_match,0.0
stgcn,cpr,0000000011000,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000000011000,seen,micro_f1,0.38972431077694236
stgcn,cpr,0000000011000,unseen,bit_accuracy,0.7333333333333334
stgcn,cpr,0000000011000,unseen,exact_match,0.0
stgcn,cpr,0000000011000,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000011000,unseen,micro_f1,0.4024276377217553
stgcn,cpr,0000000100000,seen,bit_accuracy,0.9205128205128205
stgcn,cpr,0000000100000,seen,exact_match,0.3
stgcn,cpr,0000000100000,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100000,seen,micro_f1,0.7063492063492064
stgcn,cpr,0000000100000,unseen,bit_accuracy,0.7923076923076923
stgcn,cpr,0000000100000,unseen,exact_match,0.0
stgcn,cpr,0000000100000,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100000,unseen,micro_f1,0.4769585253456221
stgcn,cpr,0000000100001,seen,bit_accuracy,0.8025641025641025
stgcn,cpr,0000000100001,seen,exact_match,0.0
stgcn,cpr,0000000100001,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100001,seen,micro_f1,0.4466089466089466
stgcn,cpr,0000000100001,unseen,bit_accuracy,0.7128205128205128
stgcn,cpr,0000000100001,unseen,exact_match,0.0
stgcn,cpr,0000000100001,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100001,unseen,micro_f1,0.38935574229691877
stgcn,cpr,0000000100010,seen,bit_accuracy,0.7923076923076923
stgcn,cpr,0000000100010,seen,exact_match,0.0
stgcn,cpr,0000000100010,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100010,seen,micro_f1,0.45441595441595445
stgcn,cpr,0000000100010,unseen,bit_accuracy,0.8205128205128206
stgcn,cpr,0000000100010,unseen,exact_match,0.0
stgcn,cpr,0000000100010,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100010,unseen,micro_f1,0.48055555555555557
stgcn,cpr,0000000100100,seen,bit_accuracy,0.7923076923076923
stgcn,cpr,0000000100100,seen,exact_match,0.0
stgcn,cpr,0000000100100,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100100,seen,micro_f1,0.43280632411067194
stgcn,cpr,0000000100100,unseen,bit_accuracy,0.7794871794871795
stgcn,cpr,0000000100100,unseen,exact_match,0.0
stgcn,cpr,0000000100100,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000100100,unseen,micro_f1,0.4523809523809524
stgcn,cpr,0000000101000,seen,bit_accuracy,0.8230769230769232
stgcn,cpr,0000000101000,seen,exact_match,0.0
stgcn,cpr,0000000101000,seen,macro_f1,0.10256410256410257
stgcn,cpr,0000000101000,seen,micro_f1,0.5345399698340875
stgcn,cpr,0000000101000,unseen,bit_accuracy,0.8282051282051283
stgcn,cpr,0000000101000,unseen,exact_match,0.0
stgcn,cpr,0000000101000,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000101000,unseen,micro_f1,0.49621212121212127
stgcn,cpr,0000000110000,seen,bit_accuracy,0.8256410256410257
stgcn,cpr,0000000110000,seen,exact_match,0.0
stgcn,cpr,0000000110000,seen,macro_f1,0.10256410256410257
stgcn,cpr,0000000110000,seen,micro_f1,0.5632183908045977
stgcn,cpr,0000000110000,unseen,bit_accuracy,0.6923076923076924
stgcn,cpr,0000000110000,unseen,exact_match,0.0
stgcn,cpr,0000000110000,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000000110000,unseen,micro_f1,0.33838575217885564
stgcn,cpr,0000001000000,seen,bit_accuracy,0.7999999999999999
stgcn,cpr,0000001000000,seen,exact_match,0.0
stgcn,cpr,0000001000000,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000001000000,seen,micro_f1,0.4462273570104122
stgcn,cpr,0000001000000,unseen,bit_accuracy,0.8782051282051282
stgcn,cpr,0000001000000,unseen,exact_match,0.11666666666666665
stgcn,cpr,0000001000000,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000001000000,unseen,micro_f1,0.5654260818195245
stgcn,cpr,0000001000001,seen,bit_accuracy,0.6358974358974359
stgcn,cpr,0000001000001,seen,exact_match,0.0
stgcn,cpr,0000001000001,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000001000001,seen,micro_f1,0.2992404168874757
stgcn,cpr,0000001000001,unseen,bit_accuracy,0.6717948717948717
stgcn,cpr,0000001000001,unseen,exact_match,0.0
stgcn,cpr,0000001000001,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000001000001,unseen,micro_f1,0.3266106442577031
stgcn,cpr,0000001000010,seen,bit_accuracy,0.9256410256410256
stgcn,cpr,0000001000010,seen,exact_match,0.5333333333333333
stgcn,cpr,0000001000010,seen,macro_f1,0.15384615384615385
stgcn,cpr,0000001000010,seen,micro_f1,0.8400488400488401
stgcn,cpr,0000001000010,unseen,bit_accuracy,0.8128205128205129
stgcn,cpr,0000001000010,unseen,exact_match,0.0
stgcn,cpr,0000001000010,unseen,macro_f1,0.1217948717948718
stgcn,cpr,0000001000010,unseen,micro_f1,0.5864174140036209
stgcn,cpr,0000001000100,seen,bit_accuracy,0.7230769230769232
stgcn,cpr,0000001000100,seen,exact_match,0.0
stgcn,cpr,0000001000100,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000001000100,seen,micro_f1,0.36356552906342526
stgcn,cpr,0000001000100,unseen,bit_accuracy,0.6615384615384615
stgcn,cpr,0000001000100,unseen,exact_match,0.0
stgcn,cpr,0000001000100,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000001000100,unseen,micro_f1,0.32264957264957267
stgcn,cpr,0000001001000,seen,bit_accuracy,0.841025641025641
stgcn,cpr,0000001001000,seen,exact_match,0.0
stgcn,cpr,0000001001000,seen,macro_f1,0.11721611721611723
stgcn,cpr,0000001001000,seen,micro_f1,0.5753968253968255
stgcn,cpr,0000001001000,unseen,bit_accuracy,0.7692307692307692
stgcn,cpr,0000001001000,unseen,exact_match,0.0
stgcn,cpr,0000001001000,unseen,macro_f1,0.07692307692307693
stgcn,cpr,0000001001000,unseen,micro_f1,0.41111111111111115
stgcn,cpr,0000001010000,seen,bit_accuracy,0.7999999999999999
stgcn,cpr,0000001010000,seen,exact_match,0.0
stgcn,cpr,0000001010000,seen,macro_f1,0.07692307692307693
stgcn,cpr,0000001010000,seen,micro_f1,0.43888888888888894
stgcn,cpr,0000001010000,unseen,bit_accuracy,0.7384615384615385
